Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
66697;WORLD SE COM;89509;WORLD SE COM;;13,370;14,933;27,096;6,820;8,523
74930;TECNOGERA COM;89526;TECNOGERA COM;5,230;5,230;5,230;5,230;5,230;5,230
2430;ENEVA COM;89528;ENEVA COM I5 2;;8,571;;;;
73022;PCH BELEZA PIE;89547;PCH BELEZA PIE I5;2,820;2,820;2,820;2,820;2,820;2,820
70450;CGH ENERCOL;89549;CGH ENERCOL I5;1,109;1,167;1,178;1,071;0,984;0,908
74748;ATLAS COM;89553;ATLAS COM I5;;10,000;10,000;10,000;10,000;10,000
70037;EPSA;89624;EPSA CL 514;0,262;;1,148;1,215;1,043;1,303
75225;ALMEIDA MERCADOS;89789;ALMEIDA MERCADOS;;;;;0,100;
70091;CEI;89849;CEI I5;60,956;61,455;64,208;72,290;71,272;70,367
60718;NATIVA MINERACAO;89854;NATIVA I1 ESPECIAL;;;;;0,164;0,080
70562;NEWAVECOM;89871;NEWAVECOM I5;;;0,190;0,094;;
70091;CEI;89905;CEI I1;0,381;0,374;0,365;0,300;0,300;5,536
75325;COND PRUDENSHOPING;89925;COND PRUDENSHOPING;;;;;0,037;0,095
70152;ENNER;90024;ENNER I5;10,401;11,248;13,091;11,301;4,595;8,837
75485;UTE BRANCO PERES;90028;UTE BRANCO PERES;;;0,161;;;
70075;W7;90030;W7 I5;5,590;5,672;5,700;5,521;8,498;8,424
70152;ENNER;90045;ENNER I1;;;0,012;0,017;;
75492;DRY COLOR ESP;90052;DRY COLOR ESP;;;;0,025;;0,015
70075;W7;90067;W7 I1;1,000;1,000;1,000;1,000;1,000;1,000
75548;SCALA;90071;SCALA;16,697;20,960;16,128;16,000;16,000;16,000
75608;CAPITOLA MC;90126;CAPITOLA MC;;;;;;0,012
75648;C CE THERMIC;90151;C CE THERMIC;;;;0,028;0,040;0,046
75684;CASTERSUL;90206;CASTERSUL;;;;0,010;;
4325;MAR-GIRIUS;90225;MAR-GIRIUS UNID1;0,900;0,926;0,987;0,869;1,343;1,284
75705;GRAFICA OCEANO;90228;GRAFICA OCEANO;;;;0,062;0,079;
6758;MAGGI ENERGIA;90306;MAGGI SM-01 I5;;0,345;0,318;0,347;0,363;0,359
6758;MAGGI ENERGIA;90307;MAGGI SM-06 I5;;;0,044;0,035;0,076;0,103
6758;MAGGI ENERGIA;90308;MAGGI SL-I I5;3,049;3,224;3,465;3,455;2,803;2,403
6758;MAGGI ENERGIA;90309;MAGGI SL-II I1;7,010;7,241;7,398;7,284;7,498;7,526
70951;INNOVARE ENERGIA;90325;INNOVARE ENERGIA;10,000;10,000;10,000;10,000;10,000;10,000
75841;COOP PASTORIL;90364;COOP PASTORIL;;;;;;0,064
73769;SERRA BABILONIA E;90367;SERRA BABILONIA E I5;10,765;9,841;10,442;11,043;12,716;14,126
73768;SERRA BABILONIA C;90368;SERRA BABILONIA C I5;10,946;10,125;11,519;12,069;13,469;15,441
71014;MAROMBAS GERACAO;90404;MAROMBAS GERACAO I5;1,310;1,310;1,310;1,300;1,309;1,310
74064;SERRA BABILONIA F;90411;SERRA BABILONIA F I5;8,685;7,943;9,205;9,642;10,767;12,314
69983;MOVEIS PAULO;90473;UFV MOVEIS PAULO I5;0,058;0,030;0,029;0,022;0,017;0,028
70960;CESP COM;90507;CESP COM I5;47,360;46,770;46,020;48,020;56,780;69,850
76022;RESULTADOS DIGITAIS;90546;RESULTADOS DIGITAIS;;0,045;;;;
17356;JESUITA;90625;JESUITA I5;;;;1,199;22,178;22,222
76110;NEORUBBER;90629;NEORUBBER;;;;;;0,008
76165;REFAL;90691;REFAL;0,059;;;;;
70937;GREENYELLOW;90704;GREENYELLOW I5;59,174;61,848;62,421;58,171;56,086;55,391
62;ITAMBE;90744;ITAMBE INCENTIVADA;0,518;0,547;0,523;0,417;0,530;0,510
76223;AESC;90784;AESC;;;;0,044;0,071;0,087
76224;MOOVE;90785;MOOVE;39,000;18,500;12,000;16,100;15,600;24,073
59871;CRIPTON;90808;CRIPTON I5;9,141;9,228;9,417;9,232;9,294;9,297
70508;TERRA SANTA II;90872;TERRA SANTA II I5;10,790;11,320;7,010;5,450;9,320;11,270
58336;LUXOTTICA LIVRE;90910;LUXOTTICA LIVRE;1,502;1,515;1,842;1,708;2,022;1,817
70091;CEI;90924;CEI COM I0;;;;;5,067;
76445;PAULICEIA;90926;PAULICEIA;;;;0,006;;0,012
62431;ALUMETAF;90945;ALUMETAF CL;0,492;0,471;0,444;0,547;0,548;0,136
76463;LEOPOLDINA JUVENIL;90946;LEOPOLDINA JUVENIL;;;;;;0,013
6432;KOHLER;90964;KOHLER CL;0,062;0,039;0,123;0,046;0,052;0,088
55808;CESUMAR ESP;90969;CESUMAR NESP;;;;;0,059;0,163
76452;JA ALIMENTOS;90986;JA ALIMENTOS;0,078;0,071;0,051;0,092;0,075;0,092
76453;RCN METALURGICA;90987;RCN METALURGICA;0,137;;;;;
76481;ZEST ENERGIA;91004;ZEST ENERGIA;56,000;46,000;64,059;41,000;31,000;42,500
76498;PETZ;91024;PETZ;0,100;;0,038;0,035;;0,044
13512;PARNAIBA COM;91087;PARNAIBA I;702,604;477,350;547,350;935,366;487,350;860,236
76224;MOOVE;91135;MOOVE I5;;3,500;;;2,688;1,389
1256;AIR LIQUIDE SP;91146;AIR LIQUIDE BELFORD;0,160;;;;;3,811
51370;INTERNACIONAL;91186;INTERNACIONAL CL;0,030;;;;;
76593;JANUARIO DE NAPOLI;91191;JANUARIO DE NAPOLI I5;1,644;2,190;2,451;2,131;1,282;1,751
74061;SERRA BABILONIA A;91196;SERRA BABILONIA A I5;9,058;8,371;9,446;9,895;11,040;12,734
76698;VACCINAR;91201;VACCINAR;;0,174;0,202;0,240;0,095;0,146
49994;LOG ENERGIA;91202;LOG ENERGIA I0;;;;;;0,885
51979;BOCCHI AGROBIOS LIVRE;91226;BOCCHI AGROBIOS LIVRE;0,219;;;;;
69811;HAROLPEL 2 CL;91253;HAROLPEL 2 CL;0,610;0,071;;;;
69915;VILA MARANHAO II;91258;VILA MARANHAO II I5;14,787;14,279;11,006;10,709;11,501;13,706
69913;VENTOS DE VILA PARAIBA IV;91309;VENTOS DE VILA PARAIBA IV I5;14,605;13,720;11,015;10,718;11,510;13,697
69914;VILA MARANHAO;91310;VILA MARANHAO I5;14,766;14,028;10,943;10,646;11,438;13,616
69916;VENTOS DE VILA PARAIBA III;91311;VENTO DE VILA PARAIBA III I5;13,256;12,482;9,548;9,278;9,980;11,843
53936;VIVA PISOS;91312;VIVA PISOS CL;;0,275;;0,207;;
51732;IBAC;91371;IBAC CL 514;0,060;0,030;;;;
6233;TECNOVAL FIL;91393;TECNOVAL FIL CL 514;;;;;;1,657
70939;ZANCHETTA FOODS;91394;ZANCHETTA FOODS CL 514;;;;;1,200;1,200
77063;ATLAS COPCO;91487;ATLAS COPCO;;;;;0,020;0,015
65373;ENERVIX;91544;ENERVIX I5;0,910;0,910;0,910;0,910;0,910;0,910
77242;SHIBATASJC2;91646;SHIBATASJC2;0,095;0,089;0,030;0,106;0,113;0,126
60251;HEXION QUIMICA;91686;MONTENEGRO LIVRE;;;0,013;0,069;0,068;
77364;OAK;91709;OAK;;;36,526;;;2,000
77324;INSTITUTO DO CANCER DO CEARA;91724;INSTITUTO DO CANCER DO CEARA;;;0,027;;;
2819;UNICA MOVEIS;91726;UNICA MOVEIS CL;0,026;0,188;;0,193;0,067;0,104
76014;EOL PINDAI I;91773;EOL PINDAI I I5;3,525;6,482;6,856;5,194;7,279;8,372
76024;EOL PINDAI II;91774;EOL PINDAI II I5;3,589;6,973;6,868;4,937;7,278;8,552
68324;ATHENA COMERCIALIZADORA;91782;ATHENA COMERCIALIZADORA I5;3,463;3,569;4,611;4,228;4,606;6,367
68324;ATHENA COMERCIALIZADORA;91783;ATHENA COMERCIALIZADORA I1;;0,021;;;;
76043;EOL PINDAI III;91791;EOL PINDAI III I5;4,721;8,214;7,958;6,354;8,616;9,904
76025;EOL PINDAI IV;91793;EOL PINDAI IV I5;6,907;11,256;11,461;8,960;11,764;13,429
7061;COPASUL;91804;FIACAO LIVRE;0,546;0,405;0,223;0,157;;
68324;ATHENA COMERCIALIZADORA;91824;ATHENA COMERCIALIZADORA I0;;;;0,222;;
77581;VS LIMA;91864;VS LIMA;0,002;0,005;0,006;0,004;;
77603;RIVIERA;91885;RIVIERA;;;;0,069;0,108;0,139
77676;ESSENCIS;91932;ESSENCIS;;;;;0,038;0,042
52238;PACTO COMERCIALIZADORA;91972;PACTO COMERCIALIZADORA INE;;;10,000;;;
77721;GELO PRIMOR;92004;GELO PRIMOR;;;0,047;0,087;;
77727;QUIMIL;92008;QUIMIL;;;;;;0,050
77817;JBS COM SP;92053;JBS COM SP;207,295;157,551;180,883;176,648;177,561;176,055
77818;BERLINERLUFT;92055;BERLINERLUFT;;0,013;0,008;0,028;0,007;0,008
77863;C CE DAOLIO SUPERMERCADOS;92058;C CE DAOLIO SUPERMERCADOS;0,310;0,324;0,339;;;
77830;ITUMBIARA TEXTIL;92070;ITUMBIARA TEXTIL;;0,040;;0,046;0,022;0,069
77582;FDA;92104;FDA;601,609;668,675;685,026;574,025;602,498;594,394
77927;FRIG BARRA MANSA;92125;FRIG BARRA MANSA;;;0,476;;;0,092
77928;IPE COM;92126;IPE COM;19,220;5,357;;22,222;;4,444
70890;TES;92146;TES CL;1,398;;1,398;;1,922;0,219
58179;ADESTE PAV;92151;ADESTE PAV;;;;0,042;;0,042
68493;SAO JOAO DO PIAUI I;92155;SAO JOAO DO PIAUI I I5;7,236;7,695;7,743;7,894;7,245;7,622
68498;SAO JOAO DO PIAUI II;92156;SAO JOAO DO PIAUI II I5;7,126;7,620;7,782;7,936;7,318;7,453
68494;SAO JOAO DO PIAUI III;92157;SAO JOAO DO PIAUI III I5;7,255;7,674;7,798;8,320;7,300;7,644
68495;SAO JOAO DO PIAUI IV;92158;SAO JOAO DO PIAUI IV I5;6,885;6,962;7,171;7,540;7,062;6,966
68496;SAO JOAO DO PIAUI V;92159;SAO JOAO DO PIAUI V I5;6,904;7,009;7,145;7,668;6,996;6,994
77996;MERX;92168;MERX;2,933;3,149;3,132;2,365;10,385;20,039
68497;SAO JOAO DO PIAUI VI;92172;SAO JOAO DO PIAUI VI I5;7,326;7,730;7,838;8,183;7,251;7,561
52512;RAPOSO PLASTICOS;92249;RAPOSO PLASTICOS CL;;;;0,045;;0,050
4167;CCS;92286;CCS 2;;;;;0,424;0,404
51685;INCEPA;92288;INCEPA SMS;3,844;3,892;3,980;4,422;4,594;4,601
7860;MEGA WATT;92308;MRRM MEGA WATT I5;0,396;0,513;0,891;0,718;1,059;0,938
4167;CCS;92314;CCS 3;;;;;0,645;0,590
53378;OMYA;92315;OMYA CL SE;0,087;;;;0,047;0,081
56020;ANIN;92322;ANIN FILIAL;;;0,005;0,029;0,011;
69830;SANTENO;92330;SANTENO;0,037;0,164;0,059;0,023;0,017;0,022
1037;PIE - RP;92338;PIE - RP INE I5;4,996;6,298;4,187;3,778;4,821;5,481
69959;EOL VENTOS DE SAO JANUARIO 05;92341;EOL VSJ05 - INCENTIVADO 50;26,878;25,376;22,660;20,846;21,755;22,473
68155;EOL VENTOS DE SAO JANUARIO 14;92343;EOL VSJ14 - INCENTIVADO 50;25,754;21,356;23,469;21,712;22,374;22,752
77549;PCH - ZECA GOLIN;92349;PCH - ZECA GOLIN I5;5,000;5,000;5,000;5,000;5,000;5,000
68193;EOL VENTOS DE SAO JANUARIO 01;92358;EOL VSJ01 - INCENTIVADO 50;21,456;17,388;18,497;17,421;18,001;18,467
69957;EOL VENTOS DE SAO JANUARIO 06;92359;EOL VSJ06 - INCENTIVADO 50;23,416;22,207;19,884;18,087;19,029;19,577
68192;EOL VENTOS DE SAO JANUARIO 13;92360;EOL VSJ13 - INCENTIVADO 50;25,753;21,355;22,998;21,611;22,424;22,672
69961;EOL VENTOS DE SAO JANUARIO 03;92387;EOL VSJ03 - INCENTIVADO 50;21,802;20,683;18,460;16,847;17,706;18,227
68154;EOL VENTOS DE SAO JANUARIO 04;92388;EOL VSJ04 - INCENTIVADO 50;17,845;16,746;16,492;15,644;15,901;15,977
69956;EOL VENTOS DE SAO JANUARIO 10;92389;EOL VSJ10 - INCENTIVADO 50;23,992;22,662;20,369;18,530;19,496;20,060
69955;EOL VENTOS DE SAO JANUARIO 11;92390;EOL VSJ11 - INCENTIVADO 50;22,954;21,772;19,496;17,732;18,645;19,192
3002;BRACELL SP;92404;BRACELL SP LINHA 1 I5;1,930;2,032;1,930;0,970;0,970;0,970
78239;SERRA DO FOGO;92406;SERRA DO FOGO;4,597;4,448;4,516;4,419;4,379;4,179
78320;SERRA DO VENTO;92407;SERRA DO VENTO;13,225;12,638;9,384;11,241;13,225;13,609
78381;GOLDENPLAST;92466;GOLDENPLAST;;0,022;;;;
42;CTG TRADING;92504;CTG TRADING;396,305;436,755;262,862;265,670;245,558;231,813
78456;LOCAR;92533;LOCAR;;;;0,013;0,014;
78419;RHODIA BRASIL ITATIBA;92557;RHODIA BRASIL ITATIBA;;;;0,089;0,027;
65956;VENTOS DE VILA PARAIBA II;92584;VENTOS DE VILA PARAIBA II I5;18,436;18,388;18,433;18,405;18,448;18,295
78523;CPHOL;92624;CPHOL;;;;0,046;;0,073
4548;UNIVAL;92649;UNIVAL I5;;1,287;1,137;1,319;1,204;1,362
78360;ÁGUAS DA SERRA;92687;AGUAS DA SERRA I5;11,028;11,706;14,004;11,022;10,771;11,745
1343;MAROMBI ALIMENTOS;92765;MAROMBI MATRIZ CL;0,038;;;0,040;0,108;
78806;BRK RMR;92786;BRK RMR;0,996;1,119;1,015;;;
67475;CNX;92827;CNX C;1,476;1,677;1,646;2,493;1,504;1,318
67475;CNX;92845;CNX I0;;;0,028;;;
1556;M DIAS BRANCO;92851;PIRAQUE MDB;0,061;;0,034;0,062;0,069;0,083
67475;CNX;92864;CNX I5;6,527;5,594;5,716;5,317;5,214;5,178
1395;SUZANO CEL N;92892;SUZANO CONVENCIONAL;37,108;38,561;40,825;39,391;38,814;29,088
57310;MASSARI MINERACAO ESPECIAL;92894;MASSARI CL 514;0,094;0,043;0,134;0,278;0,200;0,028
78948;CZARNIKOW;92895;CZARNIKOW;63,089;110,000;168,070;129,641;108,519;183,012
78924;VOLTERA ENERGIA;92924;VOLTERA ENERGIA;3,500;3,500;3,500;0,500;0,500;0,500
69012;C CE LEITE GEGE;92928;O CE LEITE GEGE;0,462;0,506;0,446;0,454;0,444;0,436
70708;MOCOCA BIO;93005;MOCOCA BIO I5;;;;10,396;28,300;24,195
62432;VOLTALIA COM;93011;VOLTALIACOM I5;115,790;105,352;105,973;100,033;104,201;104,244
78925;CGH SERRA NEGRA;93027;CGH SERRA NEGRA I5;;;;1,820;1,174;1,820
79132;C CE SUPERMERCADO IDEAL;93033;C CE SUPERMERCADO IDEAL;0,196;0,204;0,208;0,188;0,167;0,154
70684;CGH SANTA MARIA;93037;CGH SANTA MARIA I5;0,344;0,247;0,392;0,426;0,410;0,367
73706;EOL SERROTE_III;93041;EOL SERROTE_III;11,145;11,000;11,000;11,000;11,000;11,593
73686;EOL SERROTE_IV;93042;EOL SERROTE_IV;9,646;9,000;9,000;9,000;9,000;9,546
79070;FLEX CONTACT CENTER;93046;FLEX CONTACT CENTER;;;;0,049;;
14562;SIGMA;93058;SIGMA I0 CE;0,700;;;;0,860;0,600
51968;MOINHO REGIO;93059;MOINHO REGIO S CL 514;0,726;0,725;0,858;0,921;0,786;0,818
79141;C CE SUPERMERCADOS VILA MAIS;93065;C CE SUPERMERCADOS VILA MAIS;0,152;;;;;
73053;EOL SERROTE_I;93104;EOL SERROTE_I;9,701;8,399;7,219;6,488;7,313;9,654
73704;EOL SERROTE_II;93105;EOL SERROTE_II;9,590;8,287;7,110;6,386;7,184;9,512
73657;EOL SERROTE_VI;93106;EOL SERROTE_VI;11,605;10,067;8,671;7,798;8,809;11,588
73658;EOL SERROTE_VII;93107;EOL SERROTE_VII;10,997;9,480;8,115;7,284;8,172;10,861
73659;EOL SERROTE_VIII;93108;EOL SERROTE_VIII;10,798;9,289;7,937;7,120;7,969;10,623
54591;WISE;93112;WISE CL;0,173;;;0,222;0,161;0,583
79209;CONSILOS ESP;93113;CONSILOS ESP;0,027;0,015;;0,024;0,012;0,024
6978;VENTOS IX;93114;VENTOS IX I5;8,700;8,700;8,700;8,700;8,700;8,700
79184;JUAZEIRO COM;93124;JUAZEIRO COM;70,671;69,807;60,487;66,262;57,077;54,647
6979;VENTOS VIII;93127;VENTOS VIII I5;8,200;8,200;8,200;8,200;8,200;8,200
6983;VENTOS V;93151;VENTOS V I5;7,900;7,900;7,900;7,900;7,900;7,900
6984;VENTOS VI;93152;VENTOS VI I5;11,200;11,200;11,200;11,200;11,200;11,200
6980;VENTOS VII;93153;VENTOS VII I5;11,700;11,700;11,700;11,700;11,700;11,700
75046;PCH BEDIM;93171;PCH BEDIM I5;3,869;4,071;4,111;3,737;3,434;3,169
79305;PARANA GRANITOS;93189;PARANA GRANITOS;0,024;;;;;
4393;BOLT;93191;BOLT NESP I5;26,000;21,000;21,000;21,450;20,900;21,000
66923;POLIMIX CONCRETO;93226;IPT CE NE;;;;;0,023;0,059
69768;KACULA;93388;KACULA;0,014;;0,014;0,025;;
79515;SUZANO TRES LAGOAS;93411;SUZANO TRES LAGOAS;105,191;106,309;106,983;109,484;100,782;93,407
79479;VALFILM PLASTICOS;93428;VALFILM PLASTICOS;2,294;2,255;0,515;0,935;;0,384
78648;PCH PIARUCUM;93465;PCH PIARUCUM I5;5,831;7,933;7,035;6,498;5,927;5,660
79601;AMG PLASTICOS;93486;AMG PLASTICOS;0,090;;;;;
55693;C CL LATICINIO SCALA;93524;C CL LATICINIO SCALA;;;;;;0,144
80022;C CL TATI MINAS;93765;C CE TATI MINAS;;;;;0,005;0,017
80060;IRIEDI;93784;IRIEDI;0,159;;;;;0,646
73656;EOL SERROTE_V;93790;EOL SERROTE_V;10,455;8,990;7,678;6,856;7,706;10,277
80129;NITRO QUIMICA FILIAL 05;93833;NITRO QUIMICA FILIAL 05;0,018;;0,031;;;
79184;JUAZEIRO COM;93835;JUAZEIRO COM I5;42,842;37,989;41,146;37,715;50,353;34,113
78924;VOLTERA ENERGIA;93923;VOLTERA I5;3,107;2,996;3,954;3,227;3,672;3,740
68194;MMP;93936;MMP CL;;0,223;;0,031;0,038;0,038
80255;GRANOL;93939;GRANOL;0,939;0,621;;;;
80274;MEZ ENERGIA;93955;MEZ ENERGIA;83,330;77,430;77,000;60,500;60,500;59,500
55511;ELDORADO UTE ONCA PINTADA;93969;ELDORADO UTE ONCA PINTADA I5;45,747;46,324;42,650;42,650;42,650;42,650
66672;POLY-VAC;93977;POLY VAC SW;2,737;2,737;2,737;2,737;2,737;2,737
7206;SSA ABATEDOURO;93982;SSA NOVA VENEZA L;0,213;0,131;0,044;0,054;;
79515;SUZANO TRES LAGOAS;94012;SUZANO TRES LAGOAS CQ5;81,709;83,553;73,225;150,507;84,105;82,083
79515;SUZANO TRES LAGOAS;94027;SUZANO TRES LAGOAS I5;46,432;55,469;31,520;55,652;45,314;40,583
52630;LDC BRASIL;94031;LDC BRASIL APUCARANA III CL S;0,357;0,297;0,310;0,335;0,393;0,110
69837;VENTOS DE SANTO ABELARDO;94051;VENTOS DE SANTO ABELARDO INE;30,580;26,556;24,041;24,376;28,803;32,932
82;COPEL GET;94052;COP GET PIE GUARICANA;11,689;15,815;15,815;15,815;15,815;15,815
80384;VERDECOM COMERCIALIZADORA;94066;VERDECOM COMERCIALIZADORA;22,000;22,000;22,000;22,000;22,000;22,000
69732;VENTOS DE SANTO ELOY;94104;VENTOS DE SANTO ELOY I5;25,244;24,066;21,287;23,217;26,131;29,244
69735;VENTOS DE SAO GALVAO;94124;VENTOS DE SAO GALVAO I5;25,614;24,976;22,325;24,497;27,308;29,919
69733;VENTOS DE SAO BENTO;94125;VENTOS DE SAO BENTO I5;25,016;24,314;21,422;23,370;26,468;29,476
70809;MOGANO ENERGIA;94144;MOGANO I5 UFV;0,207;0,193;0,196;0,176;0,154;0,140
73102;FAME CL;94160;FAME CL;0,318;0,306;0,225;0,312;0,289;0,290
68592;ENGIE TRADING;94183;ENGIE TRADING MKT PL I5;;;;0,192;;
11209;EGER MAURICIO;94238;EGER MAURICIO RIO VERMELHO I5;1,317;2,210;1,456;1,424;1,334;1,200
80663;PLANATERRA;94239;PLANATERRA;;;0,044;;;
78233;EOL VILA MATO GROSSO I;94243;EOL VILA MATO GROSSO I INE;25,832;23,133;17,538;18,012;18,284;22,061
70951;INNOVARE ENERGIA;94244;INNOVARE ENERGIA I5 50;4,018;4,023;3,856;3,889;4,072;3,494
79515;SUZANO TRES LAGOAS;94328;SUZANO TRES LAGOAS I0;10,940;1,000;1,000;7,000;10,600;6,000
1985;BPBUNGE MOE;94339;BPBUNGE MVE I5;;;6,989;5,000;5,000;5,000
79515;SUZANO TRES LAGOAS;94346;SUZANO TRES LAGOAS I1;1,102;4,715;2,931;4,632;4,592;0,870
1985;BPBUNGE MOE;94351;BPBUNGE MVE;;;3,000;;;
80760;CALCARIO BELA VISTA;94353;CALCARIO BELA VISTA;0,452;0,391;;0,149;0,076;
5901;HYDRO ITU MATRIZ CONV;94486;HYDRO UTINGA CONV;0,220;;;;;
70058;TUPACIGUARA;94513;TUPACIGUARA PIE I5;11,500;11,500;11,500;11,500;11,500;15,389
80946;CASA BLANCA COM;94624;CASA BLANCA COM;77,893;80,629;73,754;74,241;70,350;67,831
80921;OURINHOS PLAZA HANNAH;94664;OURINHOS PLAZA HANNAH;;0,019;0,014;0,054;0,084;0,119
81104;JMS EMBALAGENS;94748;JMS EMBALAGENS;;;;;;0,035
80987;BRANDES;94784;BRANDES;0,090;0,134;0,119;0,096;;
10149;C CE GIGA BR;94797;O CE GIGA BR;2,558;2,545;2,560;2,536;2,308;2,249
80525;HACKER ENERGIA;94904;HACKER ENERGIA I5;0,890;0,890;0,890;0,890;0,890;0,890
7180;C CE SUPER MAMBO;94910;O CE SUPER MAMBO;1,183;1,176;1,210;1,222;1,109;1,114
102;ALCOA;94932;ALCOA NORTE CONV - GER_AUTOPR;229,916;203,236;;158,309;175,342;196,081
80846;NOVO MILENIO;95005;NOVO MILENIO I5;;;;1,014;2,087;2,507
69945;EOL VENTOS DA BAHIA XIII;95006;EOL VENTOS DA BAHIA XIII I50;22,292;21,377;21,396;21,251;21,929;23,062
69942;EOL VENTOS DA BAHIA XXVII;95008;EOL VENTOS DA BAHIA XXVII I50;21,359;21,342;20,496;20,378;21,068;22,085
55690;C CE SUPERMERCADOS GALASSI;95046;O CE SUPERMERCADOS GALASSI;0,487;0,487;0,497;0,472;0,437;0,424
69944;EOL VENTOS DA BAHIA XIV;95049;EOL VENTOS DA BAHIA XIV I50;13,583;13,046;13,007;12,972;13,323;13,985
69943;EOL VENTOS DA BAHIA XXIII;95067;EOL VENTOS DA BAHIA XXIII I50;22,220;22,030;21,466;21,346;24,074;23,163
70911;EXATA ENERGIA;95200;EXATA ENERGIA I5;41,144;16,749;11,500;52,476;25,843;14,500
70911;EXATA ENERGIA;95201;EXATA ENERGIA I1;10,322;10,466;10,322;10,367;10,322;10,367
67437;C CE SUPERMERCADO ALABARCE;95218;O CE SUPERMERCADO ALABARCE;0,563;0,583;0,589;0,537;0,518;0,500
81655;CAMISC;95222;CAMISC;;;;;;0,036
8610;AGRODANIELI CL;95264;AGRODANIELI CE;0,113;0,097;0,069;0,108;0,071;0,074
70911;EXATA ENERGIA;95327;EXATA ENERGIA I0;;;2,082;;2,082;
81902;PURISSIMA;95409;PURISSIMA;0,198;0,137;0,126;0,183;0,103;0,133
75485;UTE BRANCO PERES;95504;UTE BRANCO PERES I5;;;1,240;4,679;6,531;5,182
70973;LUDFOR COM SP;95542;LUDFOR COM SP I0;;1,195;;;;0,119
70973;LUDFOR COM SP;95543;LUDFOR COM SP I5;7,966;13,120;14,318;6,719;17,835;7,037
70973;LUDFOR COM SP;95585;LUDFOR COM SP I1;0,583;0,345;0,441;0,498;0,536;1,083
5213;MARFRIG COMERCIALIZADORA;95657;MARFRIG COM I1 N;0,045;0,045;0,045;0,045;0,045;0,045
76481;ZEST ENERGIA;95705;ZEST ENERGIA I5;;;0,434;1,500;1,500;1,500
82368;DELRIO;95745;DELRIO;;;0,014;;;
75265;TAKODA COMERCIALIZADORA;95774;TAKODA COMERCIALIZADORA I5;0,850;0,850;0,850;0,850;0,850;0,850
51817;INDEMIL;95783;INDEMIL CL S;;;;;;0,421
82420;APTCOM;95784;APTCOM;37,000;48,000;63,284;39,463;62,523;66,920
82467;MULTIBLOCO;95796;MULTIBLOCO;;;0,034;0,025;0,027;0,067
82473;AARC;95800;AEROMALL 1;;;;;;0,001
14228;SANTAJOANA I;95812;SANTAJOANA I I5 TRD;;;;2,629;;
14225;SANTOAUGUSTO IV;95829;SANTOAUGUSTO IV I5 TRD;;;;0,291;;
82370;VENTOS DE SÃO LUIGI;95854;VENTOS DE SAO LUIGI I INE 50;;;;;;0,900
8510;ABC GROUP;95855;ABC GROUP CL;0,045;;;0,042;;
2943;PRIMO ENERGETICA  PIE;95861;PRIMO ENERGETICA I5;1,055;1,062;1,048;1,070;1,140;0,998
13272;ITAJAI BIOGAS PIE;95877;ITAJAI BIOGAS PIE I1;1,569;1,539;1,689;1,799;1,634;1,589
69803;QUATA BARRA GRANDE APE;95884;QUATA BARRA GRANDE I0 APE;;;;1,243;1,495;1,508
69803;QUATA BARRA GRANDE APE;95885;QUATA BARRA GRANDE I5 APE;;;;17,766;22,218;22,361
73583;ENEL TRADING;95912;ENEL TRADING I5;1.142,272;1.166,292;1.166,427;1.119,565;1.157,546;1.131,150
82688;BEAPLAST;95945;BEAPLAST;0,016;0,015;;;;
69974;JARDIM BOTANICO COM;95986;JARDIM BOTANICO COM;16,200;16,200;16,200;16,200;17,910;18,900
82639;B2R ENERGIA AL;96026;B2R ENERGIA AL I5;0,783;0,830;0,865;0,903;0,816;0,922
82818;TRANSZILLI;96052;TRANSZILLI;;;0,045;0,111;0,055;0,041
76481;ZEST ENERGIA;96124;ZEST ENERGIA I0;1,000;;3,942;;;4,000
83031;MERCATTO COM;96176;MERCATTO COM;;;;;;5,105
68514;ELERAGESTAO;96185;ELERAGESTAO I5;74,695;74,038;81,633;74,246;142,512;68,427
78313;UMBURANA DE CHEIRO;96221;UMBURANA I5;11,166;11,290;10,913;12,525;20,557;15,987
78239;SERRA DO FOGO;96222;SERRA DO FOGO I5;11,817;11,524;12,587;12,491;13,847;15,758
78320;SERRA DO VENTO;96223;SERRA DO VENTO I5;13,425;13,138;12,940;12,893;15,243;16,910
50292;ERPLASTI;96246;ERPLASTI CL;0,115;0,041;0,042;0,089;0,136;0,127
82233;EOL POTIGUAR B32;96267;EOL POTIGUAR B32 I5;23,652;21,573;19,325;13,994;15,737;17,932
52630;LDC BRASIL;96278;LDC BRASIL CHAPADAO DO CEU;0,056;;;;;
83187;C CE BIG COMPRA;96291;C CE BIG COMPRA;0,685;0,717;0,726;0,674;0,637;0,600
83062;OXIQUIMICA;96314;OXIQUIMICA;;;0,017;;;0,011
82261;EOL POTIGUAR B31;96325;EOL POTIGUAR B31 I5;22,807;20,356;18,287;13,356;14,982;17,011
83149;JANDINOX;96348;JANDINOX;0,000;;;;;
1570;CEB GERACAO;96359;CEB GERACAO PARANOA;11,448;11,809;11,373;10,978;10,256;10,275
4174;SELECTA I5;96360;SELECTA I5;0,019;0,436;0,585;0,736;0,069;0,032
52630;LDC BRASIL;96368;LDC BRASIL AGUA BOA;0,003;;;;;
