Cód. Agente;Nome Empresarial;Cód. Perfil;Sigla;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
57833;2WENERGIA;70633;2WENERGIA I1;7,884;8,703;12,384;9,816;10,816;28,426;10,420;10,405;10,820;29,460;11,525;8,707
57837;GALVANI MINERACAO;98932;GALVANI MINERACAO CL 514;0,043;;;;;;;;;;;
57840;BUSCHLE & LEPPER;23155;BUSCHLE & LEPPER;;;;;;0,060;;0,034;;;;
57841;IDIMEX DO BRASIL CL;39293;IDIMEX DO BRASIL CL;;;;;;;0,005;;;;;
57843;MOVEIS PROVINCIA;88018;MOVEIS PROVINCIA CL 514;0,372;0,096;0,158;0,260;0,172;0,119;0,115;;0,013;0,086;0,076;0,027
57845;GUAPORE CUIABA ESP;67836;GUAPORE CUIABA ESP;;;0,030;0,046;0,015;;;;0,018;0,026;;
57853;AMIFEC ESP;67816;AMIFEC ESP;;;;;;0,042;;;;;;
57854;VISAO MOVEIS;32129;VISAO MOVEIS CL;0,168;0,179;0,144;0,166;0,115;0,166;0,169;0,147;0,169;0,170;0,156;0,149
57861;ATLANTICO SHOP;67844;ATLANTICO SHOP;;;;;0,040;0,076;0,042;;;;;
57867;NATHOR;67850;NATHOR;;;;;;;;;;;;0,037
57868;KRONA ACESSORIOS;91693;KRONA ACESSORIOS;0,007;;;;;;;;;0,011;;
57879;MARIZA AGUAS;67873;MARIZA AGUAS;0,050;;;;;;;;;;;
57880;ISOESTE;67874;ISOESTE;;;0,047;;;;0,019;;;0,033;0,099;0,060
57882;PATIOMIX RESENDE;67878;PATIOMIX RESENDE;0,034;0,044;0,030;0,054;0,065;0,071;0,069;0,064;0,079;0,043;0,053;0,030
57884;ALUMINIO RAMOS;67880;ALUMINIO RAMOS;0,024;;;;;;;;;;;0,020
57888;MULTICOLOR IND;67884;MULTICOLOR IND;;;;;;;;;;;;0,007
57890;C CE UTILIPLAST;67901;C CE UTILIPLAST;;;;;;;;;;;;0,026
57892;TOYO INK;67903;TOYO INK;0,070;0,064;0,030;0,030;0,040;0,038;0,023;0,019;;0,023;0,031;0,081
57895;CERAMICA OLIVEIRA ESP;25416;CERAMICA OLIVEIRA ESP;;;;;;;0,015;0,086;0,086;0,091;0,090;0,057
57896;CERAMICA BB MENDES;31695;CERAMICA BB MENDES CL 514;;0,046;0,112;;;;;;;;;
57897;SANPET;37660;SANPET CL514;;;0,220;0,225;0,222;0,221;0,318;0,253;0,142;0,116;0,193;0,238
57897;SANPET;97303;SANPET;0,305;0,144;;;;;;;;;;
57900;INCOMFIO;67911;INCOMFIO;;;;;;;;;;;;0,101
57905;MARVI;67917;MARVI;;;0,025;0,044;0,081;0,064;0,048;0,019;;0,014;;
57907;POLYSACK;67919;POLYSACK;;;;;;;;;;;;0,081
57909;SEALED AIR CRYOVAC;67941;SEALED AIR CRYOVAC;0,233;0,305;;;;;;;;;;
57911;LITE-ON MOBILE;98291;LITE-ON MOBILE CL 514;;;;;;;;0,173;0,238;0,186;0,158;0,213
57916;NATURAL ONE;88023;NATURAL ONE CL 514;;;;;0,066;;;;0,070;;0,111;
57922;CERAMICA VEBER LTDA;41258;CERAMICA VEBER LTDA;;;;;;;;;;;;0,000
57929;TRONOX PARAIBA;99038;TRONOX PARAIBA CONV;0,092;0,106;0,195;0,181;0,078;0,074;0,082;0,052;0,045;0,045;0,047;0,047
57941;FASTPLAS;25553;FASTPLAS SE CL;;;;0,055;;;;;;;;
57941;FASTPLAS;67953;FASTPLAS;;;;0,025;;;0,040;;;0,070;0,082;
57950;LIDER CIDADE VELHA;26474;LIDER CIDADE VELHA T;0,393;0,529;0,397;0,398;0,402;0,411;0,406;0,424;0,439;0,000;0,391;0,394
57951;PARENTEX;67964;PARENTEX;;;;;;;;;0,023;;;0,025
57954;SERPIL;34297;SERPIL CL;0,015;;;;;;0,030;;;0,011;0,018;0,062
57956;FOGOES PETRYCOSKI;67969;FOGOES PETRYCOSKI;0,021;0,019;0,016;0,015;;0,012;0,011;0,009;0,018;0,015;0,017;0,062
57959;MONEGO;67972;MONEGO;;;;0,104;0,188;0,247;0,121;0,148;0,019;0,040;;
57960;FRANGOS MORGANA;67973;FRANGOS MORGANA;0,047;;;0,029;0,053;0,037;0,026;;;;;
57963;PACKEM TEXTIL;32297;PACKEM PP;0,022;0,037;0,023;0,090;0,044;0,059;0,039;0,466;0,543;;0,599;0,557
57963;PACKEM TEXTIL;51568;PACKEM PET;;;;;;;;;;;;0,105
57963;PACKEM TEXTIL;52977;PACKEM TEXTIL CL T;;;;;;;;;;;0,605;0,302
57964;EMIBRA;67977;EMIBRA;0,024;;;;;;;;;;;
57987;C CL PLASUTIL PLASTICOS 1;80141;C CL PLASUTIL PLASTICOS 1;0,429;0,410;0,479;;0,212;0,236;;0,430;0,444;2,325;0,063;0,013
57987;C CL PLASUTIL PLASTICOS 1;85765;C CL PLASUTIL PLASTICOS 2;1,438;1,648;1,627;1,680;1,613;1,528;1,573;1,452;1,611;1,828;1,875;1,640
57989;FEBAVE;68004;FEBAVE;;;;;;;0,010;;;;0,019;0,014
57991;LIDER MARABA;26473;LIDER MARABA EI T;0,771;0,772;0,779;0,781;0,797;0,821;0,781;0,799;0,822;0,000;0,894;0,859
57992;EUROPA;68007;EUROPA;0,028;0,043;0,032;0,025;;;0,018;;0,020;0,024;;
57993;FUNDICAO TAIUVA;68008;FUNDICAO TAIUVA;0,074;0,067;0,067;0,042;0,067;0,090;0,087;0,099;0,097;0,100;0,100;0,188
57996;MARBRASA MARMORES;31259;MARBRASA MARMORES CL 514;;;;;;;;;;;0,013;0,058
57996;MARBRASA MARMORES;68011;MARBRASA MARMORES;;;;;;;;;;;0,006;0,060
58007;EMBRAMACO;68022;EMBRAMACO;;;;;;;;;;;;1,267
58008;UVAIA;70168;UVAIA I5;1,340;1,340;1,340;1,340;1,340;1,340;1,340;1,340;1,340;1,340;1,340;1,340
58010;PEDREIRA NOGUEIRENSE;68044;PEDREIRA NOGUEIRENSE;0,012;;;;;;;;;;;
58011;SOCORRO BEBIDAS;92234;SOCORRO BEBIDAS CL;;;1,003;;;;;;;;;
58015;ELSTER;68049;ELSTER;0,023;0,032;;0,055;0,012;0,074;0,027;0,021;0,169;0,178;0,323;0,326
58017;DYNA;68051;DYNA;;;;;;0,019;0,011;;;;;
58020;KUBITSCHEK PLAZA;68054;KUBITSCHEK PLAZA;0,032;0,022;0,039;0,030;0,021;0,020;0,021;0,018;0,026;0,041;0,032;0,034
58023;FIACAO ALLIANCE;68057;FIACAO ALLIANCE;0,066;;;0,150;0,220;0,163;0,109;0,031;0,051;0,055;0,075;0,220
58025;FORONI;68059;FORONI;0,114;0,132;0,066;0,078;0,032;;;0,017;0,031;;;
58026;SHOPPING BRV;99125;SHOPPING BRV CL 514;;;;;0,069;0,039;;0,035;0,019;;;
58035;HOSPITAL SAO JOSE;31466;HOSPITAL SAO JOSE CL 514;;;;0,072;0,074;0,039;0,038;0,032;0,027;;;
58036;CONSUL;68032;CONSUL;;;;;;;0,102;0,095;0,069;;;
58037;SHERATON GRAND RIO;98986;SHERATON GRAND RIO CL 514;;;;;;;;;0,025;;;
58057;AMAZON INDUSTRIA;32123;AMAZON INDUSTRIA CL 514;0,079;;0,012;;;;;;;;;
58061;CERAMICA CIDADE NOVA;68078;CERAMICA CIDADE NOVA;;;;;;;;;;;;0,108
58064;JUVENTUS;68101;JUVENTUS;0,016;0,022;0,004;;;;;;;;;
58072;VALDEMOVEIS;98704;VALDEMOVEIS CL;0,078;;0,044;0,054;;;;;0,010;0,044;;0,059
58075;NSO;68090;NSO;;;;;;;;;;;;0,024
58081;GTB FOODS;85637;GTB FOODS CL 514;;;;;;;;;;;0,111;
58111;MARBRASA NORTE;31712;MARBRASA NORTE CL 514;;;;;;;;;;;0,032;0,319
58121;PIFPAFFPGO;68162;PIFPAFFPGO;0,245;;;;;;;;;;;
58135;FRICON;68153;FRICON;;;;0,010;;;;;;;;
58150;MAQUINAS OMIL;81548;MAQUINAS OMIL CL;;;;0,024;;0,033;0,109;0,149;0,140;0,138;0,096;0,106
58150;MAQUINAS OMIL;85185;MAQUINAS OMIL CL2;0,987;1,010;0,988;0,988;1,001;1,051;1,029;1,041;1,039;1,009;1,010;0,726
58158;EDAM1;85593;EDAM1 CL 514;0,293;0,202;0,336;0,139;0,074;0,167;;;;0,115;0,199;0,565
58223;ENERGETICA APARECIDA;70573;ENERGETICA APARECIDA I5;2,292;2,292;2,292;1,400;1,396;1,400;1,400;1,400;1,367;1,400;1,399;1,400
58224;CEARA CIDADAO;68361;CEARA CIDADAO;;;;0,010;;0,028;0,020;;;;;
58233;SAO DOMINGOS GERACAO;70162;SAO DOMINGOS GERACAO I5;0,508;0,517;0,537;0,558;0,477;0,553;0,450;0,532;0,500;0,450;0,450;0,475
58234;SHOPPING AGUAS LINDAS;68346;SHOPPING AGUAS LINDAS;;0,014;;;0,017;0,004;0,025;0,016;0,014;;0,009;0,012
58235;WIND;68347;WIND;0,042;0,035;0,023;0,040;0,034;0,043;0,049;0,040;0,032;0,054;0,048;0,031
58244;POTENCIAL BIODIESEL;31849;POTENCIAL BIODIESEL CL 514;;;;;;0,231;0,155;0,376;0,192;0,210;;
58249;CBC;87838;CBC CL 514;0,074;0,022;;0,028;;0,049;0,035;0,010;;0,021;0,092;0,091
58313;SAO RAIMUNDO I5;68749;SAO RAIMUNDO I5;10,518;10,518;10,518;9,129;10,518;10,518;10,518;10,518;10,518;12,528;10,518;10,271
58321;UTE ENERGIR;51443;UTE ENERGIR APE I5;;;;;;;;;;;;0,015
58324;IGUATEMI P ALEGRE;68460;IGUATEMI P ALEGRE;0,333;0,399;0,027;0,197;0,391;0,461;0,276;0,485;0,488;0,514;;0,345
58331;UCDB;99642;UCDB CL 514;0,095;;;;0,077;;0,097;;;;;
58336;LUXOTTICA LIVRE;90910;LUXOTTICA LIVRE;1,517;0,915;1,926;1,429;1,596;1,766;2,089;2,041;1,923;1,991;1,968;1,629
58337;SHOP TABOAO;27839;SHOP TABOAO T;1,660;1,715;1,304;1,507;1,129;1,364;;;;;;
58348;BIG BOX DF;68479;BIG BOX DF;0,148;0,134;0,100;0,076;0,188;0,208;0,283;0,228;0,137;0,074;0,130;0,125
58349;C CL ZBN INDUSTRIA MECANICA;68480;C CE ZBN INDUSTRIA MECANICA;;;;;;;0,005;;;;;
58349;C CL ZBN INDUSTRIA MECANICA;88156;C CL ZBN INDUSTRIA MECANICA;0,018;0,029;;;;;0,046;;;;;
58379;MULTI SERVICE;68510;MULTI SERVICE;0,041;0,018;;;;;;;;;;
58390;FROMPET;68484;FROMPET;0,806;;0,806;;;;;0,175;0,825;0,519;0,864;
58398;FM MANAUS;32072;FM MANAUS CL 514;;0,067;0,051;0,064;;;;;;;;0,140
58399;TEXTIL BELEM;68556;TEXTIL BELEM;0,017;;;0,030;;0,006;;;;;0,017;0,063
58405;VIBRA ENERGIA;68583;VIBRA ENERGIA;312,121;329,773;305,457;342,391;319,040;317,867;319,639;398,145;304,589;361,781;7,000;
58405;VIBRA ENERGIA;70264;VIBRA ENERGIA I5;50,044;50,722;45,678;50,129;48,207;46,584;69,695;71,302;74,081;72,571;3,600;
58405;VIBRA ENERGIA;70265;VIBRA ENERGIA I1;1,512;0,003;0,004;;;0,024;;;;0,126;;
58405;VIBRA ENERGIA;70266;VIBRA ENERGIA I0;;;0,040;;0,049;;;;;;;
58410;COZIMAX;68521;COZIMAX;0,033;;;;;;;;;;;0,030
58415;FST;31337;FST I5;;;;;;;;;;;;0,032
58430;CASA DO ARROZ;68601;CASA DO ARROZ;;;;;;0,038;0,047;0,045;0,050;;;
58431;CBA ENERGIA;68602;CBA ENERGIA;50,515;50,515;50,515;50,515;50,515;50,515;57,724;57,724;71,724;66,724;66,724;66,375
58472;CGH ESTREITO;69960;CGH ESTREITO I5;1,150;1,150;1,150;1,150;1,150;1,150;1,150;1,150;1,150;1,150;1,150;1,150
58502;LUPERPLAS;68636;LUPERPLAS;;;;;;;;;;0,035;;
58520;JATOBA;68652;JATOBA;0,067;0,043;0,041;;;;;0,074;0,084;0,079;0,078;0,073
58524;CELSE;68656;CELSE;867,000;867,000;867,000;867,000;867,000;867,000;867,000;867,000;867,000;867,000;867,000;867,000
58534;DEL PASEO;68690;DEL PASEO;0,056;0,045;0,027;0,044;0,043;0,047;0,054;0,042;0,035;0,036;0,041;0,040
58598;ROVER ENERGIA;70169;ROVER ENERGIA I5;0,540;0,540;0,540;0,540;0,540;0,540;0,540;0,540;0,540;0,540;0,540;0,540
58605;CALCADOS ALA;68757;CALCADOS ALA;;;;;;;;;;0,013;0,011;0,042
58609;POLIMETAL JC;68782;POLIMETAL JC;0,000;;;;;;0,026;0,021;0,029;;0,018;0,022
58610;CRUSOE;97293;CRUSOE CL;0,083;0,107;0,039;0,113;;0,083;0,067;0,312;0,020;0,122;0,101;
58630;ALIMENTA NUTRICAO;68801;ALIMENTA NUTRICAO;;;;0,142;;;;;;;;
58632;FABIO PERINI;68803;FABIO PERINI;0,022;0,021;0,021;0,030;0,017;0,017;0,015;0,019;0,027;0,041;0,039;0,037
58643;COPASUL FECULARIA;87870;COPASUL FECULARIA CL 514;;;;;;;;0,049;;;;
58644;SILOS ITAQUIRAI;68821;SILOS ITAQUIRAI;;;;0,087;0,127;0,115;;;;0,056;0,146;0,117
58656;C CL COSGRAF;68790;C CE COSGRAF;;;;;;;;;;;0,010;0,024
58672;CONFEPAR;85564;CONFEPAR CL;0,199;0,193;0,192;;;;;;;;;
58673;FRIGORIFICO RIO MARIA;28621;FRIGORIFICO RIO MARIA L;;;;0,078;0,048;;;;;;;
58732;C CL PENEIRA ALTA;68883;C CE PENEIRA ALTA;;;;;;;0,030;;;;;0,026
58770;LG ELECTRONICS;68890;LG ELECTRONICS CL N;0,806;0,629;0,586;1,009;0,415;0,538;1,243;0,509;0,288;0,419;0,964;1,523
58790;UNIAO FOSFOREIRA;68961;UNIAO FOSFOREIRA;0,071;;;;;;0,019;;;0,024;0,022;0,055
58794;BTL;37493;BTL SW;1,142;1,257;1,156;;1,130;1,224;1,142;1,310;1,217;1,224;1,180;1,156
58794;BTL;68965;BTL;;;;0,167;;;;;;;;
58795;DELO;68973;DELO;0,090;;;;;;;;;;;
58810;UTE-COPRODIA;71677;UTE-COPRODIA I5;;;;;;;0,720;1,815;1,850;1,796;;
58875;CURTUME DELLA TORRE;32088;CURTUME DELLA TORRE CL 514;;;;;;;0,091;0,045;0,037;0,063;0,025;0,050
58990;ESFERA COM;69181;ESFERA COM;490,335;212,638;96,132;134,509;69,171;128,001;96,751;254,699;371,756;383,955;126,102;104,265
58990;ESFERA COM;70303;ESFERA COM I0;38,930;;0,646;1,160;;;20,651;0,172;1,163;6,114;;39,138
58990;ESFERA COM;70304;ESFERA COM I5;10,365;7,563;33,404;3,359;8,616;7,688;4,454;13,978;20,332;81,864;11,835;9,069
58990;ESFERA COM;70305;ESFERA COM I1;0,630;0,967;0,434;0,420;0,256;0,604;0,628;0,983;1,639;1,648;1,568;3,738
58990;ESFERA COM;70308;ESFERA COM CQ5;13,458;17,022;32,911;29,305;43,910;53,845;50,647;49,680;66,794;71,136;58,527;50,698
58990;ESFERA COM;71104;ESFERA COM RZC;;;;;;;;4,032;;;;5,376
58990;ESFERA COM;71106;ESFERA COM RZC 1;;;;;;;;;;0,062;;
58990;ESFERA COM;84535;ESFERA COM IE5;6,051;1,496;7,173;2,436;0,472;0,707;22,763;0,806;0,685;0,980;0,994;1,725
58991;DEICMAR;69182;DEICMAR;0,090;0,045;0,094;0,101;0,134;0,247;0,179;0,234;0,279;0,202;0,147;0,233
59082;BOM SUCESSO;69293;BOM SUCESSO;;;;;;;;;0,119;0,125;;
59111;BRASLUMBER;69323;BRASLUMBER;;;4,392;4,328;4,605;4,390;4,721;4,696;4,608;4,271;4,118;3,604
59112;BRASPINE;69324;BRASPINE;;;4,887;4,868;4,887;4,868;4,887;4,887;4,868;4,887;4,707;3,795
59113;JAGUARPACK;69325;JAGUARPACK;;;;;;;;0,167;0,086;0,015;0,080;0,023
59115;FACULDADES CATHEDRAL;69327;FACULDADES CATHEDRAL;;;;;0,008;0,017;0,012;;;;;
59130;POLIJUTA;98412;POLIJUTA CL 514;;;;;;;;;;;0,057;0,559
59131;FROSTY;69342;FROSTY;;;;0,014;;;;;;;;
59180;AVANPLAS POLIMEROS;23457;AVANPLAS POLIMEROS CL 514;0,218;0,247;0,247;0,195;0,021;0,226;0,252;0,323;0,354;0,215;0,382;0,313
59181;CLARICE;31220;CLARICE CL;0,048;;;;;;;;;;;
59184;LIBERDADE;72401;LIBERDADE I5;0,300;0,300;0,436;0,438;0,423;0,667;0,300;0,344;0,517;0,687;0,397;0,300
59192;ITW;69423;ITW;0,486;0,500;0,504;0,544;0,512;0,544;0,548;0,546;0,568;0,594;0,594;0,486
59230;AMB ARCELORMITTAL;69463;AMB ARCELORMITTAL;105,479;105,479;96,502;105,978;134,841;101,305;150,547;150,550;141,350;148,286;130,914;111,277
59232;ROTA;69465;ROTA;;;0,014;;;;;;;;;
59309;HEIDRICH E HEIDRICH;69661;HEIDRICH E HEIDRICH I5;4,740;4,740;4,740;4,740;4,740;4,740;4,740;4,074;4,740;4,740;4,740;4,740
59332;STAM;82462;STAM CL;;0,097;0,726;0,224;;0,064;0,385;;;;0,244;0,189
59334;ITATIAIA MOVEIS;31660;ITATIAIA MOVEIS CL 514;;0,306;;;;;;;;;;
59336;ALCABRAS;69607;ALCABRAS;;;;;;;;;;0,024;;
59337;AMB COM;69608;AMB COM;226,197;234,571;231,650;219,811;232,001;225,438;237,222;235,782;237,054;234,641;232,865;60,525
59337;AMB COM;71354;AMB COM I5;4,861;5,908;5,677;5,279;5,569;5,734;5,518;5,466;5,758;5,547;5,371;4,401
59351;CLW LIVRE;87848;CLW LIVRE;;;;;;;;;0,033;0,031;;
59352;HELMUT LIVRE;31380;HELMUT LIVRE;;;;;;;;;0,017;0,024;;
59354;AMENDOAS DO BRASIL;69628;AMENDOAS DO BRASIL;0,000;0,025;;0,006;0,189;0,190;0,039;0,054;0,109;0,169;0,123;0,117
59374;CNH INDUSTRIAL;40705;CNH SOROCABA CD;;;;;;0,033;0,037;0,035;0,035;;;
59374;CNH INDUSTRIAL;69823;CNH CURITIBA S;;0,242;0,296;0,302;0,376;0,377;0,442;0,114;0,623;;0,417;
59374;CNH INDUSTRIAL;69826;CNH PIRACICABA SE;;0,018;;0,025;0,073;0,055;0,045;0,050;0,030;;;
59374;CNH INDUSTRIAL;83191;CNH INDUSTRIAL CL 13360;;;;;0,154;0,176;0,247;0,233;0,161;;;
59374;CNH INDUSTRIAL;85553;CNH INDUSTRIAL CL 514;;0,184;0,269;0,131;0,375;0,355;0,358;0,387;0,369;0,221;0,153;
59415;RETESP;69706;RETESP;;;;;;;0,012;0,014;0,030;0,012;;
59416;C CL VINAGRE BELMONT;69708;C CE VINAGRE BELMONT;0,054;0,038;0,024;0,031;0,043;0,053;0,023;;;;0,038;
59417;SAKURA TECH;69709;SAKURA TECH;0,212;0,187;0,167;0,195;0,112;0,175;0,183;0,253;0,281;0,296;0,243;0,393
59441;PCH PAU SANGUE MERCANTIL ENERG;71111;PCH PAU SANGUE I5;0,350;0,266;0,378;0,473;0,463;0,709;0,695;0,716;0,549;0,596;0,551;0,464
59443;UNASP;69747;UNASP;0,051;;;;;;;;;;;
59451;CURTUME CUBATAO;69712;CURTUME CUBATAO;0,134;0,141;0,148;0,160;0,134;0,174;0,121;0,128;0,139;0,161;0,194;0,134
59452;ARGEPASI;69713;ARGEPASI;;;;0,044;0,050;0,022;0,028;;0,043;0,060;;0,031
59454;CGH RIO PARDO;71031;CGH RIO PARDO I5;3,558;3,362;2,896;2,735;2,413;2,630;2,157;1,358;1,205;1,510;1,429;2,411
59471;SUPERMERCADO ZONA SUL;69782;SUPERMERCADO ZONA SUL;;;;;;0,292;;;0,278;;;
59472;JOCKEY CLUB CE;32410;JOCKEY CLUB CE SWP;;;;0,120;0,000;0,138;0,206;0,151;0,184;0,181;0,188;0,163
59472;JOCKEY CLUB CE;40658;JOCKEY CLUB CL SW;;;;0,614;0,000;0,550;0,524;0,520;0,513;0,575;0,547;0,593
59472;JOCKEY CLUB CE;69783;JOCKEY CLUB CE;0,025;;;;;;;;;;;
59512;UAM;32293;UAM CL 514;;;;;;;0,058;;;;;
59514;VIVAZ ENERGIA;69830;VIVAZ ENERGIA;137,390;96,849;84,053;102,964;57,585;65,600;90,888;91,421;101,144;64,275;61,847;58,593
59514;VIVAZ ENERGIA;86164;VIVAZ I0;;2,635;0,316;0,258;0,177;0,149;;;0,150;0,196;0,232;0,313
59514;VIVAZ ENERGIA;86165;VIVAZ I5;2,762;3,234;3,093;1,840;1,569;3,569;2,046;1,079;4,087;1,207;1,491;2,580
59514;VIVAZ ENERGIA;86166;VIVAZ I1;0,467;0,481;0,439;0,832;0,748;0,101;0,262;0,109;0,110;0,122;0,120;0,144
59537;PORTO MARAVILHA;95789;PORTO MARAVILHA CE;0,028;0,025;0,027;0,028;0,027;0,026;0,034;;;;;
59631;TUBERFIL;69962;TUBERFIL;0,310;0,125;;;;;0,180;0,175;0,305;0,114;0,104;0,256
59633;MMS PLASTICOS;69964;MMS PLASTICOS;0,202;0,104;0,070;0,118;0,073;0,126;0,140;0,068;0,060;0,122;0,150;0,114
59663;SOORO;99623;SOORO CL 514;;;0,084;0,174;0,236;0,195;0,100;;;;;
59666;SHOP GARDEN ITAQUA;31993;SHOP GARDEN ITAQUA CL;0,115;0,126;0,072;0,104;0,117;0,100;0,093;0,133;0,175;0,139;0,191;0,134
59671;ENSINGER;69981;ENSINGER;0,095;0,056;0,004;0,025;0,013;0,085;0,035;0,022;0,038;;;0,086
59853;GUARARAPES CONFECCOES;31955;GUARARAPES CONFECCOES FOR CL;;;;0,113;0,090;0,178;0,232;0,109;0,307;0,230;0,322;0,554
59853;GUARARAPES CONFECCOES;70178;GUARARAPES CONFECCOES;;;0,025;0,063;0,041;0,105;0,098;0,068;0,060;0,055;0,068;0,114
59854;LAREDO;87978;LAREDO CL 514;;;;0,005;0,027;0,014;;0,006;0,052;0,020;;
59859;TRES RIOS ENERGIA;74075;TRES RIOS ENERGIA I5;;;;;;;;0,235;0,247;0,228;0,256;0,182
59871;CRIPTON;70181;CRIPTON;10,000;10,000;10,000;10,000;10,000;10,000;10,000;12,000;14,000;10,000;10,000;10,000
59871;CRIPTON;90808;CRIPTON I5;8,000;8,000;8,000;8,000;8,000;9,063;9,067;9,144;9,106;9,113;8,999;9,023
59872;SHOP PORTAL SUL;70221;SHOP PORTAL SUL;;0,015;;;0,033;0,017;0,019;0,015;;0,016;0,019;0,011
59910;MARDAM;99633;MARDAM CL 514;;0,097;0,114;0,278;0,227;0,210;0,177;0,348;0,375;0,516;0,554;
59912;CICOPLAST;32569;CICOPLAST CL 514 2022;0,134;0,092;0,029;;;;;;;;;
59913;ELETRO INDUSTRIAL;31197;ELETRO INDUSTRIAL CL 514;;;0,044;0,014;;;0,040;;;;;
60055;DOWNTOWN;53399;DOWNTOWN SW;;;;;;;;;;;0,438;
60055;DOWNTOWN;70544;DOWNTOWN;;;;;0,094;0,167;0,132;0,134;0,186;0,132;;0,059
60070;CGH FAXINAL;85305;CGH FAXINAL I5;0,724;0,390;0,390;0,390;0,390;0,390;0,390;0,390;0,390;0,390;0,390;0,390
60089;LIBRAGA BRANDAO PI;97073;LIBRAGA BRANDAO PI I5;1,756;1,713;1,549;2,441;1,661;1,853;2,829;2,618;2,272;1,822;1,031;1,742
60094;CINESYSTEM;26643;CINESYSTEM SE;;;;;;;0,008;0,013;0,014;;;
60094;CINESYSTEM;70605;CINESYSTEM;;;;;;;;0,013;0,017;;;
60094;CINESYSTEM;71665;CINESYSTEM N;0,032;;;;;;;0,027;0,022;;;
60094;CINESYSTEM;95754;CINESYSTEM NE;;;;;;;;0,007;0,011;;;
60095;CARNEMI;85334;CARNEMI CL;;;;0,185;;;;;;;;
60100;SEB - SHELL ENERGY BRASIL;70612;SEB - SHELL ENERGY BRASIL;347,556;290,556;365,256;356,800;353,800;379,800;429,600;476,500;598,500;628,100;558,500;538,100
60100;SEB - SHELL ENERGY BRASIL;71552;SEB - SHELL ENERGY BRASIL I5;4,843;6,088;5,971;5,951;5,856;5,931;5,847;5,866;5,920;15,853;5,994;4,904
60102;C CL FUNDICAO BB;87917;C CL FUNDICAO BB;;;0,538;0,444;;;0,197;0,190;0,018;0,051;0,053;0,314
60105;I5 COMERCIALIZADORA;71621;I5 COMERCIALIZADORA I5;0,600;0,600;0,600;0,600;0,600;0,600;0,600;0,600;0,600;0,600;0,600;0,600
60107;GARROTE;71521;GARROTE I5;9,884;9,861;9,861;9,882;9,903;10,081;10,156;10,096;9,861;9,574;9,861;9,500
60116;GELO ARIS;70649;GELO ARIS;;;;;;0,013;;;;;;
60117;WABTEC;99513;WABTEC CL 514;0,374;0,126;0,112;0,226;0,168;0,135;;0,065;;;;0,500
60130;SULPRINT;70661;SULPRINT;0,071;0,060;;0,035;0,040;;0,007;;0,032;0,036;0,035;0,023
60146;HWASHIN;87945;HWASHIN CL 514;0,027;0,025;0,000;0,053;0,026;0,044;0,030;;;;;
60156;VALFILM NE;70698;VALFILM NE;;;0,941;0,750;0,780;1,104;1,230;1,062;0,683;0,940;0,760;1,432
60187;CEC CANDEIAS;70774;CEC CANDEIAS;215,914;214,000;214,000;214,000;214,000;214,000;214,000;214,000;214,000;214,000;214,000;214,000
60192;SANTO INACIO IV;71522;SANTO INACIO IV I5;10,049;10,049;10,049;10,049;10,049;10,049;10,049;10,049;10,049;12,096;10,049;8,270
60193;SANTO INACIO III;71461;SANTO INACIO III I5;12,772;12,794;12,793;14,161;12,772;12,772;12,772;12,772;12,877;9,072;12,807;15,179
60212;DACLANDE;70805;DACLANDE;0,036;;;;;;;;;;;
60214;GL EVENTS CENTRO CONVENCOES;30269;GLCC RIOCENTRO SWAP;;;;;;;;0,621;0,572;;;
60214;GL EVENTS CENTRO CONVENCOES;51939;GLCC SANTOS SWAP;;;;;;;;;;0,066;;
60230;F M G ENERGIA;74841;F M G ENERGIA I5;1,790;1,790;1,790;1,790;1,790;1,790;1,790;1,790;1,790;2,274;1,790;1,790
60231;HOSPITAL SAO LUCAS DE SANTOS;70826;HOSPITAL SAO LUCAS DE SANTOS;;;;;0,044;0,060;0,052;0,063;0,063;0,032;0,031;
60232;LATEX SR;70827;LATEX SR;;;0,054;0,111;;;;0,101;0,090;0,108;0,146;0,114
60235;PROPACK;70830;PROPACK;;;;;;;;;;0,069;0,200;0,189
60236;GL EVENTS HOTEL;98974;GL EVENTS HOTEL I5;0,048;0,046;0,036;;;;;;;;;
60239;CAMELON MAMUT;28411;CAMELON MAMUT FILIAL;0,010;0,003;;;;;;;;;;
60239;CAMELON MAMUT;70836;CAMELON MAMUT;0,031;;;;;;;;;;;
60251;HEXION QUIMICA;83278;HEXION QUIMICA CL 13360;;;;;;;;;3,465;3,259;2,957;2,775
60251;HEXION QUIMICA;91686;MONTENEGRO LIVRE;;;;;;;;;0,000;;;
60263;DINOPLAST;70875;DINOPLAST;0,073;;0,016;0,064;;;;;;;;0,235
60272;COPASUL MARACAJU;32225;COPASUL MARACAJU CL 514;0,083;;;0,076;0,053;0,054;;;;0,026;0,094;0,095
60273;ITACEL;85668;ITACEL CL 514;0,269;0,118;0,087;0,210;0,134;0,208;0,175;0,323;0,200;0,108;0,093;0,282
60305;DINAMICA;70956;DINAMICA;0,000;0,086;0,093;0,089;0,102;0,106;0,105;0,099;0,100;0,101;0,069;0,070
60307;LASA AGRO;71037;LASA AGRO I5;;;;;;;5,593;5,593;5,779;5,593;;
