Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
59135;TV GLOBO NE;GLOBO COMUNICACAO E PARTICIPACOES S/A;;220,448;197,504;242,588;212,888;203,675;206,888;182,156;179,840;182,112;192,750;211,207;214,592
59135;TV GLOBO NE;GLOBO COMUNICACAO E PARTICIPACOES S/A;;138,051;124,238;131,404;106,753;96,074;86,348;88,751;83,417;84,864;99,823;116,901;122,190
59135;TV GLOBO NE;GLOBO COMUNICACAO E PARTICIPACOES S/A;;127,914;119,415;122,789;157,675;194,769;156,987;181,271;160,813;118,802;146,105;103,926;109,249
59136;MASTER AGRO;MASTER AGROINDUSTRIAL LTDA;;363,388;327,855;369,253;335,600;304,227;310,021;309,839;312,822;334,722;364,941;363,395;397,447
59136;MASTER AGRO;MASTER AGROINDUSTRIAL LTDA;;217,303;198,440;201,631;175,336;174,857;159,503;178,629;180,739;177,033;180,659;190,859;200,029
59136;MASTER AGRO;MASTER AGROINDUSTRIAL LTDA;;289,204;269,036;264,073;326,544;368,508;326,089;381,805;386,905;330,779;371,148;280,144;280,049
59137;MK QUIMICA;MK QUIMICA DO BRASIL LTDA;;41,582;44,471;60,581;50,408;47,072;50,118;48,328;54,420;51,687;53,453;53,832;37,272
59137;MK QUIMICA;MK QUIMICA DO BRASIL LTDA;;40,146;52,619;60,175;49,679;46,011;40,048;48,227;47,518;51,198;56,575;62,421;37,292
59137;MK QUIMICA;MK QUIMICA DO BRASIL LTDA;;75,248;84,842;85,664;105,346;123,830;104,501;128,151;117,173;101,721;125,738;99,415;65,700
59139;TRA-AGIR;AGIR AGRESTE INDUSTRIAL DE RAFIA S/A;;174,315;177,844;175,941;52,509;124,332;179,350;172,597;184,399;183,875;162,450;190,789;192,798
59139;TRA-AGIR;AGIR AGRESTE INDUSTRIAL DE RAFIA S/A;;101,457;101,813;92,627;33,063;60,213;71,506;80,684;82,814;90,149;84,973;104,967;105,805
59139;TRA-AGIR;AGIR AGRESTE INDUSTRIAL DE RAFIA S/A;;91,276;89,760;76,606;55,695;120,608;119,058;155,160;151,198;122,075;119,685;86,236;91,295
59148;TRA-ETICAL;ETICAL-ETIQUETAS CARUARU LTDA;;107,728;128,588;142,362;109,612;97,328;92,296;90,929;95,245;94,403;109,739;115,482;70,292
59148;TRA-ETICAL;ETICAL-ETIQUETAS CARUARU LTDA;;77,198;86,580;82,552;63,140;56,403;45,928;51,595;52,664;58,810;70,416;80,595;56,033
59148;TRA-ETICAL;ETICAL-ETIQUETAS CARUARU LTDA;;76,299;84,546;77,614;97,716;122,531;94,361;112,315;114,436;94,093;112,698;80,648;59,836
59149;NUTRIFRANGO;NUTRIFRANGO ALIMENTOS LTDA;;194,203;173,493;211,074;186,712;173,875;182,258;191,390;184,824;197,725;216,669;246,283;284,978
59149;NUTRIFRANGO;NUTRIFRANGO ALIMENTOS LTDA;;153,541;134,940;141,613;118,500;126,384;110,532;135,673;129,695;120,140;132,169;160,290;172,217
59149;NUTRIFRANGO;NUTRIFRANGO ALIMENTOS LTDA;;224,973;201,780;195,115;246,436;293,167;232,631;313,078;292,192;249,933;262,584;222,277;226,114
59150;KASPARYMATRIZ;CERAMICA KASPARY LTDA;;153,351;142,596;170,884;146,781;142,386;155,334;141,311;144,194;151,108;150,078;158,690;140,154
59150;KASPARYMATRIZ;CERAMICA KASPARY LTDA;;81,883;77,920;79,383;69,543;62,443;58,782;65,762;66,113;70,850;74,524;80,136;70,934
59150;KASPARYMATRIZ;CERAMICA KASPARY LTDA;;78,547;69,566;70,905;91,960;113,849;96,730;122,820;116,939;90,480;101,505;70,530;62,810
59151;KASPARYFILIAL;CERAMICA KASPARY LTDA;;123,546;108,927;132,190;133,318;129,415;134,125;125,515;132,619;143,596;142,223;147,485;147,486
59151;KASPARYFILIAL;CERAMICA KASPARY LTDA;;68,280;62,760;63,607;63,132;62,155;58,249;63,610;64,841;72,789;78,228;80,580;88,555
59151;KASPARYFILIAL;CERAMICA KASPARY LTDA;;69,780;70,534;67,816;89,853;108,832;91,076;115,574;115,279;94,898;105,986;73,276;74,456
59152;SHOPPING ROYAL PLAZA;CONDOMINIO SHOPPING ROYAL PLAZA LONDRINA;;101,305;100,044;121,201;87,118;78,525;83,818;61,775;73,527;83,541;89,816;114,217;108,435
59152;SHOPPING ROYAL PLAZA;CONDOMINIO SHOPPING ROYAL PLAZA LONDRINA;;111,761;90,999;89,459;66,596;47,776;40,405;40,590;42,016;59,974;69,644;86,098;99,831
59152;SHOPPING ROYAL PLAZA;CONDOMINIO SHOPPING ROYAL PLAZA LONDRINA;;165,296;129,773;129,904;160,323;161,872;123,955;144,882;143,919;150,664;183,292;133,231;137,479
59153;TEXTIL CRISTINA;TEXTIL CRISTINA LTDA;;240,227;291,248;323,897;302,734;267,547;267,029;254,484;263,306;274,271;282,003;292,248;194,589
59153;TEXTIL CRISTINA;TEXTIL CRISTINA LTDA;;180,399;196,715;206,413;169,359;145,349;131,834;145,421;139,125;157,575;168,710;196,525;134,564
59153;TEXTIL CRISTINA;TEXTIL CRISTINA LTDA;;176,835;185,871;193,735;250,798;314,302;254,649;316,478;297,273;231,386;253,740;189,448;128,331
59155;LOVATO;QUALY FOODS LTDA;;58,371;65,041;79,970;71,139;65,599;67,333;70,498;75,270;63,213;78,049;83,236;56,347
59155;LOVATO;QUALY FOODS LTDA;;37,008;23,685;29,081;29,050;29,096;28,760;33,466;33,687;24,240;30,257;45,580;40,902
59155;LOVATO;QUALY FOODS LTDA;;62,100;64,269;64,122;79,244;85,608;74,924;93,786;90,070;71,987;85,222;72,601;49,817
59156;HJ MALHAS;H J MALHAS LTDA;;455,425;603,874;626,831;513,606;512,756;468,329;0,000;0,000;0,000;0,000;0,000;0,000
59156;HJ MALHAS;H J MALHAS LTDA;;323,791;379,151;380,241;296,154;269,008;226,351;0,000;0,000;0,000;0,000;0,000;0,000
59156;HJ MALHAS;H J MALHAS LTDA;;311,631;350,198;353,563;458,608;562,377;442,500;0,000;0,000;0,000;0,000;0,000;0,000
59164;NIT FIACAO;NIT FIACAO E COMERCIO LTDA;;525,576;512,552;614,783;590,399;559,838;600,961;552,941;573,130;584,985;582,088;615,003;571,583
59164;NIT FIACAO;NIT FIACAO E COMERCIO LTDA;;310,652;288,686;309,128;275,320;246,333;236,674;252,854;248,829;269,175;286,158;313,494;296,579
59164;NIT FIACAO;NIT FIACAO E COMERCIO LTDA;;271,769;255,598;253,594;352,711;444,497;386,573;472,484;447,164;347,433;383,971;262,499;257,770
59165;NESTLE DPAM;NESTLE BRASIL LTDA.;;2.157,017;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59165;NESTLE DPAM;NESTLE BRASIL LTDA.;;1.164,475;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59165;NESTLE DPAM;NESTLE BRASIL LTDA.;;950,662;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59170;CVI;CVI REFRIGERANTES LTDA;;322,774;288,552;416,844;271,181;292,648;258,039;263,085;308,428;284,629;351,550;409,542;451,736
59170;CVI;CVI REFRIGERANTES LTDA;;261,379;221,682;261,860;170,507;157,884;135,316;171,101;162,009;175,284;225,237;258,962;265,095
59170;CVI;CVI REFRIGERANTES LTDA;;285,675;247,530;273,740;281,919;296,089;247,931;331,347;333,329;267,627;337,480;274,989;265,533
59178;AGRIMIG;AGRIMIG CALCARIO AGRICOLA LIMITADA;;28,305;164,164;333,266;290,097;294,595;257,454;0,000;0,000;0,000;0,000;0,000;0,000
59178;AGRIMIG;AGRIMIG CALCARIO AGRICOLA LIMITADA;;49,967;80,862;125,478;123,431;118,172;96,022;0,000;0,000;0,000;0,000;0,000;0,000
59178;AGRIMIG;AGRIMIG CALCARIO AGRICOLA LIMITADA;;174,145;162,957;153,491;182,678;208,399;169,316;0,000;0,000;0,000;0,000;0,000;0,000
59179;F AMERICANO ABAT CL;SANTA IZABEL ALIMENTOS LTDA;;861,198;663,175;906,481;841,314;804,445;929,046;742,559;766,869;703,854;760,329;798,782;800,655
59179;F AMERICANO ABAT CL;SANTA IZABEL ALIMENTOS LTDA;;572,824;487,236;527,804;447,761;402,764;388,694;390,811;385,329;434,039;479,293;545,509;559,781
59179;F AMERICANO ABAT CL;SANTA IZABEL ALIMENTOS LTDA;;515,483;452,189;470,545;644,005;839,783;728,278;875,946;842,146;673,292;750,997;512,081;535,155
59183;PLASVALE;INDUSTRIA DE PLASTICOS DO VALE DO ITAJAI LTDA;;179,278;223,832;260,924;258,371;234,777;220,895;225,999;247,734;228,243;243,906;247,506;220,423
59183;PLASVALE;INDUSTRIA DE PLASTICOS DO VALE DO ITAJAI LTDA;;147,079;169,379;172,709;140,208;125,885;105,428;121,809;123,991;138,206;151,871;181,609;139,596
59183;PLASVALE;INDUSTRIA DE PLASTICOS DO VALE DO ITAJAI LTDA;;149,964;168,053;163,434;233,904;295,531;244,199;285,587;285,957;224,731;251,006;173,997;132,266
59186;THERMOVAC;THERMOVAC EMBALAGENS PLASTICAS LTDA;;161,117;150,576;151,755;127,105;111,676;152,739;143,486;156,313;160,677;160,313;177,252;167,679
59186;THERMOVAC;THERMOVAC EMBALAGENS PLASTICAS LTDA;;99,961;91,057;85,908;58,862;52,007;62,276;69,082;67,867;76,072;79,839;94,391;92,896
59186;THERMOVAC;THERMOVAC EMBALAGENS PLASTICAS LTDA;;86,652;79,884;75,626;77,502;100,328;109,432;130,248;124,790;101,320;111,533;81,568;81,060
59187;SHOP GOIABEIRAS;CONDOMINIO GOIABEIRAS SHOPPING CENTER;;193,628;175,284;220,691;169,452;161,186;175,853;0,000;0,000;0,000;0,000;0,000;0,000
59187;SHOP GOIABEIRAS;CONDOMINIO GOIABEIRAS SHOPPING CENTER;;205,400;186,113;191,751;145,881;95,582;95,608;0,000;0,000;0,000;0,000;0,000;0,000
59187;SHOP GOIABEIRAS;CONDOMINIO GOIABEIRAS SHOPPING CENTER;;262,659;237,883;230,963;292,969;343,824;285,762;0,000;0,000;0,000;0,000;0,000;0,000
59188;DEMORE;ACO PECAS DEMORE LTDA;;35,358;45,863;62,389;51,624;38,554;37,167;47,079;51,635;54,138;52,308;49,064;23,095
59188;DEMORE;ACO PECAS DEMORE LTDA;;48,108;56,488;60,223;49,456;47,766;39,596;55,015;52,038;47,518;51,562;57,473;26,016
59188;DEMORE;ACO PECAS DEMORE LTDA;;75,893;82,755;84,098;106,935;117,181;95,905;133,451;125,343;102,226;115,767;85,946;37,998
59189;MOINHO CIDADE BELLA;MOINHO CIDADE BELLA LTDA;;445,120;403,865;465,939;474,039;449,720;490,315;461,695;449,143;444,639;495,355;527,424;448,046
59189;MOINHO CIDADE BELLA;MOINHO CIDADE BELLA LTDA;;266,491;245,511;244,626;229,746;195,531;191,236;209,060;194,383;217,817;241,782;267,346;244,896
59189;MOINHO CIDADE BELLA;MOINHO CIDADE BELLA LTDA;;238,038;217,941;207,531;318,322;378,348;328,969;397,813;356,907;281,065;343,581;246,219;212,895
59204;PROPAPER;ITW FLUIDS & HYGIENE SOLUTIONS LTDA.;;273,206;267,375;440,685;296,717;379,913;441,347;401,251;321,837;420,583;389,041;465,700;422,896
59204;PROPAPER;ITW FLUIDS & HYGIENE SOLUTIONS LTDA.;;161,771;148,581;207,365;131,164;162,689;187,050;196,083;161,006;210,228;208,507;240,486;226,116
59204;PROPAPER;ITW FLUIDS & HYGIENE SOLUTIONS LTDA.;;128,059;124,814;157,020;179,953;253,751;299,040;362,093;293,453;252,877;280,046;194,378;195,478
59205;VIBRACO;INDUSTRIA DE PLASTICO E VIDRO BRACO LTDA;;200,592;175,628;188,276;211,522;162,561;135,282;155,853;150,722;174,383;192,183;246,385;212,895
59205;VIBRACO;INDUSTRIA DE PLASTICO E VIDRO BRACO LTDA;;147,475;135,852;130,202;124,056;95,480;78,917;97,627;90,254;104,853;119,718;155,732;130,208
59205;VIBRACO;INDUSTRIA DE PLASTICO E VIDRO BRACO LTDA;;153,839;141,588;135,748;189,017;214,401;177,646;215,100;197,747;168,805;193,538;154,358;129,077
59208;RAIZESRJ;RAIZES IND E COM DE EMBALAGENS E SERVICOS LTDA;;148,021;202,258;187,975;213,487;219,138;248,769;183,372;204,526;219,621;258,794;222,320;137,003
59208;RAIZESRJ;RAIZES IND E COM DE EMBALAGENS E SERVICOS LTDA;;111,055;127,780;111,968;104,926;104,262;102,466;100,452;104,253;113,720;135,805;134,323;92,205
59208;RAIZESRJ;RAIZES IND E COM DE EMBALAGENS E SERVICOS LTDA;;107,190;113,218;101,976;142,494;201,554;171,480;209,427;206,728;158,037;186,704;118,925;85,966
59216;KLEINER SCHEIN;KLEINER SCHEIN INDUSTRIA DE MOVEIS E DECORACOES LTDA;;29,663;37,690;57,125;51,775;42,740;40,112;19,994;14,943;26,650;31,471;26,762;17,186
59216;KLEINER SCHEIN;KLEINER SCHEIN INDUSTRIA DE MOVEIS E DECORACOES LTDA;;30,163;33,548;39,553;37,674;39,311;31,418;28,078;21,980;21,425;23,812;20,263;15,677
59216;KLEINER SCHEIN;KLEINER SCHEIN INDUSTRIA DE MOVEIS E DECORACOES LTDA;;64,710;70,793;78,247;89,547;86,648;68,232;72,184;57,600;58,792;63,408;50,809;39,234
59226;SHOP CONTINENTE;CONDOMINIO CONTINENTE PARK SHOPPING;;314,168;266,218;326,286;246,848;224,577;227,311;91,678;106,124;159,027;224,226;233,922;255,416
59226;SHOP CONTINENTE;CONDOMINIO CONTINENTE PARK SHOPPING;;182,975;142,468;144,533;110,215;93,420;77,002;58,599;50,626;64,114;90,726;114,712;127,969
59226;SHOP CONTINENTE;CONDOMINIO CONTINENTE PARK SHOPPING;;230,589;174,277;160,620;171,271;174,250;113,136;146,479;122,752;89,292;135,248;127,018;145,334
59231;VONPAR ALIMENTOS;NEUGEBAUER ALIMENTOS S/A;;500,626;452,300;507,459;422,026;328,316;297,712;0,000;0,000;0,000;0,000;0,000;0,000
59231;VONPAR ALIMENTOS;NEUGEBAUER ALIMENTOS S/A;;405,639;364,427;340,934;288,847;243,558;200,498;0,000;0,000;0,000;0,000;0,000;0,000
59231;VONPAR ALIMENTOS;NEUGEBAUER ALIMENTOS S/A;;424,882;376,558;341,816;460,766;530,228;431,827;0,000;0,000;0,000;0,000;0,000;0,000
59232;PEVESUL;PEVESUL INDUSTRIA DE TUBOS E CONEXOES LTDA;;99,653;105,215;123,000;90,993;98,902;92,496;95,777;109,307;94,660;102,920;98,735;77,067
59232;PEVESUL;PEVESUL INDUSTRIA DE TUBOS E CONEXOES LTDA;;75,262;75,109;75,540;57,658;52,384;45,208;53,515;54,055;59,499;66,221;69,740;57,507
59232;PEVESUL;PEVESUL INDUSTRIA DE TUBOS E CONEXOES LTDA;;74,904;73,323;70,583;93,442;117,062;94,382;118,808;116,431;94,879;106,705;67,183;56,637
59244;TEX CARD;TEX CARD COMERCIO DE LINHAS LTDA;;212,179;283,887;354,896;332,682;310,989;318,095;368,938;371,749;327,269;370,305;355,549;204,781
59244;TEX CARD;TEX CARD COMERCIO DE LINHAS LTDA;;143,357;189,016;208,661;181,003;156,199;144,234;185,617;171,095;182,141;205,692;231,737;122,174
59244;TEX CARD;TEX CARD COMERCIO DE LINHAS LTDA;;163,834;201,675;205,565;300,319;350,012;322,965;424,088;387,222;309,507;351,337;242,548;127,190
59245;UNIFIOS;UNIFIOS TEXTIL LTDA;;432,477;498,725;611,709;544,022;483,967;542,149;505,983;540,224;534,499;544,998;590,031;545,472
59245;UNIFIOS;UNIFIOS TEXTIL LTDA;;224,097;266,520;291,551;245,295;212,064;210,165;229,846;236,594;249,677;264,542;301,461;270,783
59245;UNIFIOS;UNIFIOS TEXTIL LTDA;;216,510;238,060;236,695;314,879;397,192;328,782;422,632;421,647;316,878;349,941;251,587;215,409
59295;RONAEDITORA;RONA EDITORA LTDA;;69,582;44,907;55,113;61,781;46,819;46,766;36,776;47,587;54,239;66,120;90,796;68,894
59295;RONAEDITORA;RONA EDITORA LTDA;;66,061;53,629;55,059;53,468;47,124;39,686;42,171;45,032;53,247;60,509;75,329;68,474
59295;RONAEDITORA;RONA EDITORA LTDA;;81,320;71,943;63,841;89,807;107,339;85,538;94,586;101,489;87,478;104,560;79,921;76,554
59311;BELOACO;BELOACO INDUSTRIA E COMERCIO LTDA;;19,867;21,708;26,567;67,548;42,057;8,736;10,279;10,265;25,397;24,063;20,485;38,979
59311;BELOACO;BELOACO INDUSTRIA E COMERCIO LTDA;;21,827;22,445;24,480;39,938;42,000;27,842;34,219;32,838;23,698;26,106;22,212;29,407
59311;BELOACO;BELOACO INDUSTRIA E COMERCIO LTDA;;55,746;60,399;58,699;75,779;66,959;52,123;66,591;69,631;67,971;81,863;60,058;68,183
59312;DICASA;DISTRIBUIDORA DE CARNES SABARA EIRELI;;207,376;174,587;210,929;200,270;183,915;146,372;150,943;168,634;188,502;189,181;210,794;228,651
59312;DICASA;DISTRIBUIDORA DE CARNES SABARA EIRELI;;138,780;124,110;119,905;106,907;91,636;67,985;80,081;86,411;101,427;113,989;140,829;141,177
59312;DICASA;DISTRIBUIDORA DE CARNES SABARA EIRELI;;150,715;123,815;132,283;186,021;216,379;155,252;192,464;185,968;190,791;207,117;156,999;153,307
59340;CORRIERI;CORRIERI ALIMENTOS LTDA.;;51,503;49,483;65,394;60,125;54,646;54,884;59,800;56,537;65,447;77,772;72,025;49,239
59340;CORRIERI;CORRIERI ALIMENTOS LTDA.;;30,584;29,596;37,481;32,585;29,809;27,954;35,463;34,053;35,747;41,457;44,882;33,445
59340;CORRIERI;CORRIERI ALIMENTOS LTDA.;;35,534;34,061;44,347;50,192;52,830;50,177;70,069;70,252;59,227;65,228;47,205;35,071
59348;GRAMATURA;GRAMATURA PAPEIS E ARTEFATOS LTDA;;93,911;113,776;194,798;164,872;172,707;165,994;151,949;150,819;144,154;83,197;166,167;107,476
59348;GRAMATURA;GRAMATURA PAPEIS E ARTEFATOS LTDA;;52,017;67,037;86,812;70,434;69,671;65,951;65,859;61,157;66,235;66,784;83,071;56,997
59348;GRAMATURA;GRAMATURA PAPEIS E ARTEFATOS LTDA;;43,908;55,424;70,778;93,985;124,213;102,083;121,552;108,109;90,554;108,252;64,055;48,419
59349;RACRI;RACRI INDUSTRIA DE RECICLAGEM LTDA;;22,709;16,895;18,945;23,008;11,348;23,067;18,339;20,140;20,063;23,328;11,823;25,275
59349;RACRI;RACRI INDUSTRIA DE RECICLAGEM LTDA;;27,906;20,759;22,208;30,127;29,778;31,499;38,720;35,145;29,615;24,883;15,975;24,597
59349;RACRI;RACRI INDUSTRIA DE RECICLAGEM LTDA;;106,483;86,082;80,794;71,568;78,390;85,085;100,921;93,493;83,682;88,241;69,119;58,267
59350;FERMAG;FERMAG FERRITAS MAGNETICAS LTDA;;29,806;39,544;65,001;27,276;43,894;62,690;61,188;57,835;59,446;64,607;74,284;42,320
59350;FERMAG;FERMAG FERRITAS MAGNETICAS LTDA;;27,906;29,308;40,062;21,568;27,718;32,180;34,442;34,447;41,147;44,008;44,953;31,306
59350;FERMAG;FERMAG FERRITAS MAGNETICAS LTDA;;30,465;30,361;37,848;32,048;51,884;55,242;60,760;61,412;49,825;53,870;42,147;29,253
59358;MATECOURO;MATE COURO S A;;60,735;52,519;54,018;40,529;27,144;26,949;22,929;25,379;54,761;56,038;53,379;62,629
59358;MATECOURO;MATE COURO S A;;48,167;38,641;35,570;37,212;52,173;40,746;51,504;48,721;38,162;40,541;38,577;40,026
59358;MATECOURO;MATE COURO S A;;107,941;97,259;87,480;94,955;101,117;77,615;100,337;95,182;98,573;111,748;96,731;98,572
59359;SHOPPING PONTA NEGRA;CONSORCIO CONDOMINIO SHOPPING PONTA NEGRA;;425,144;378,127;489,964;399,827;396,035;440,817;377,504;401,612;409,581;390,278;488,547;498,268
59359;SHOPPING PONTA NEGRA;CONSORCIO CONDOMINIO SHOPPING PONTA NEGRA;;537,001;457,471;484,000;389,495;267,862;272,080;263,972;272,252;402,197;399,908;505,456;535,744
59359;SHOPPING PONTA NEGRA;CONSORCIO CONDOMINIO SHOPPING PONTA NEGRA;;497,081;457,738;489,380;665,755;835,378;727,735;905,464;875,759;716,818;751,293;522,494;565,449
59360;IUB;INDUSTRIA DE URNAS BIGNOTTO LTDA;;15,186;35,592;58,327;41,840;44,820;42,516;36,071;40,446;50,921;55,043;55,093;31,433
59360;IUB;INDUSTRIA DE URNAS BIGNOTTO LTDA;;17,152;35,940;41,617;34,393;49,871;41,433;47,223;50,140;40,957;46,270;44,144;25,013
59360;IUB;INDUSTRIA DE URNAS BIGNOTTO LTDA;;36,676;63,942;70,518;73,140;92,759;72,303;86,749;91,881;85,263;98,563;78,196;43,224
59361;OL PAPEIS;O L INDUSTRIA DE PAPEIS LTDA;;1.167,298;965,378;1.249,008;1.129,126;1.054,660;1.105,207;950,360;1.053,580;1.030,721;1.094,902;1.148,652;1.052,182
59361;OL PAPEIS;O L INDUSTRIA DE PAPEIS LTDA;;644,379;550,800;607,776;516,493;459,203;424,178;443,653;456,315;479,839;540,862;597,614;526,852
59361;OL PAPEIS;O L INDUSTRIA DE PAPEIS LTDA;;538,239;475,318;506,067;668,900;822,850;674,050;809,235;819,340;604,760;738,996;492,367;434,799
59362;EVASOLA;EVASOLA INDUSTRIA DE BORRACHAS LTDA;;100,801;104,464;103,891;104,059;88,711;62,591;86,703;84,492;89,220;119,253;140,958;110,217
59362;EVASOLA;EVASOLA INDUSTRIA DE BORRACHAS LTDA;;109,384;111,969;109,827;96,933;111,262;83,361;111,329;112,108;88,321;99,064;126,067;102,125
59362;EVASOLA;EVASOLA INDUSTRIA DE BORRACHAS LTDA;;143,782;151,096;143,893;177,780;209,637;162,069;210,791;216,379;168,588;198,713;165,044;135,026
59369;HOSPITAL MOINHOS;ASSOCIACAO HOSPITALAR MOINHOS DE VENTO;;872,643;743,027;827,252;713,586;630,515;647,697;0,000;0,000;0,000;0,000;0,000;0,000
59369;HOSPITAL MOINHOS;ASSOCIACAO HOSPITALAR MOINHOS DE VENTO;;584,590;474,620;462,198;377,289;308,764;284,061;0,000;0,000;0,000;0,000;0,000;0,000
59369;HOSPITAL MOINHOS;ASSOCIACAO HOSPITALAR MOINHOS DE VENTO;;610,517;493,786;463,047;599,158;638,212;546,776;0,000;0,000;0,000;0,000;0,000;0,000
59372;SAFRIO;SAFRIO SERVICOS DE ARMAZENAGEM FRIGORIFICADA LTDA;;42,188;51,151;61,922;55,732;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59372;SAFRIO;SAFRIO SERVICOS DE ARMAZENAGEM FRIGORIFICADA LTDA;;24,109;20,518;20,910;20,845;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59372;SAFRIO;SAFRIO SERVICOS DE ARMAZENAGEM FRIGORIFICADA LTDA;;55,151;27,628;20,292;28,802;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59375;MARTMINAS;MART MINAS DISTRIBUICAO LTDA;;260,114;236,335;276,340;246,745;228,384;236,163;187,589;206,134;244,671;253,835;281,159;286,084
59375;MARTMINAS;MART MINAS DISTRIBUICAO LTDA;;177,118;157,215;162,078;134,791;115,172;103,986;99,421;102,830;130,998;143,146;164,243;171,951
59375;MARTMINAS;MART MINAS DISTRIBUICAO LTDA;;174,553;154,610;154,639;205,227;245,485;197,537;220,078;216,085;194,341;221,629;158,948;167,086
59378;PETRONAS;PETRONAS LUBRIFICANTES BRASIL S.A;;142,775;128,310;138,480;137,599;139,976;143,071;121,997;127,393;139,251;140,925;134,064;133,023
59378;PETRONAS;PETRONAS LUBRIFICANTES BRASIL S.A;;141,575;124,757;119,288;103,106;91,989;83,019;88,687;86,086;104,207;112,172;120,069;111,892
59378;PETRONAS;PETRONAS LUBRIFICANTES BRASIL S.A;;140,865;126,363;120,209;160,491;208,679;174,530;205,552;196,272;159,524;177,283;115,080;110,509
59387;XERIUM PETROPOLIS;XERIUM TECHNOLOGIES BRASIL INDÚSTRIA E COMERCIO S.A.;;139,204;129,952;148,081;135,778;130,355;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59387;XERIUM PETROPOLIS;XERIUM TECHNOLOGIES BRASIL INDÚSTRIA E COMERCIO S.A.;;96,115;88,255;88,711;72,872;68,693;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59387;XERIUM PETROPOLIS;XERIUM TECHNOLOGIES BRASIL INDÚSTRIA E COMERCIO S.A.;;102,784;91,304;87,442;114,447;143,314;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59393;DARNEL;DARNEL EMBALAGENS LTDA.;;709,932;699,042;843,148;748,118;722,445;743,342;0,000;0,000;0,000;0,000;0,000;0,000
59393;DARNEL;DARNEL EMBALAGENS LTDA.;;406,113;398,828;418,358;352,259;315,602;293,436;0,000;0,000;0,000;0,000;0,000;0,000
59393;DARNEL;DARNEL EMBALAGENS LTDA.;;349,799;342,704;344,050;452,902;565,683;476,825;0,000;0,000;0,000;0,000;0,000;0,000
59394;TEMASA;TEMASA INDUSTRIA DE MOVEIS LTDA;;188,795;198,352;247,202;199,122;170,052;166,762;174,742;187,783;204,591;196,121;190,616;192,255
59394;TEMASA;TEMASA INDUSTRIA DE MOVEIS LTDA;;162,513;160,334;167,340;144,722;155,424;133,171;178,179;175,768;150,786;149,154;149,884;155,115
59394;TEMASA;TEMASA INDUSTRIA DE MOVEIS LTDA;;277,428;271,401;270,254;312,172;337,483;262,321;384,024;359,965;316,274;346,874;260,347;264,231
59396;MADUREIRA SHOPPING;CONDOMINIO DO EDIFICIO MADUREIRA SHOPPING RIO;;137,250;132,180;143,034;120,525;108,799;120,111;85,197;95,905;101,509;101,442;136,516;148,960
59396;MADUREIRA SHOPPING;CONDOMINIO DO EDIFICIO MADUREIRA SHOPPING RIO;;175,924;157,574;146,803;117,973;78,302;67,896;57,056;57,613;89,471;97,273;116,174;152,123
59396;MADUREIRA SHOPPING;CONDOMINIO DO EDIFICIO MADUREIRA SHOPPING RIO;;228,519;194,483;183,421;235,345;277,283;216,619;241,591;214,988;195,221;229,980;159,965;190,130
59398;GECAL;GECAL INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA;;292,975;266,392;516,457;524,049;599,136;619,949;564,022;734,196;640,767;637,860;467,497;239,947
59398;GECAL;GECAL INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA;;178,792;173,640;252,357;252,543;251,429;217,270;242,547;300,257;280,653;286,695;237,009;143,794
59398;GECAL;GECAL INDUSTRIA E COMERCIO DE PRODUTOS MINERAIS LTDA;;239,927;207,309;256,460;316,195;403,980;279,275;399,361;480,363;301,330;335,206;250,546;242,090
59399;TRA-MASTERBOI-TO;MASTERBOI LTDA.;;268,608;254,614;294,990;253,505;225,789;257,658;239,551;246,945;253,032;261,071;276,841;254,059
59399;TRA-MASTERBOI-TO;MASTERBOI LTDA.;;212,867;193,782;189,890;158,224;139,896;130,300;145,876;138,115;145,497;157,891;170,020;169,598
59399;TRA-MASTERBOI-TO;MASTERBOI LTDA.;;238,021;218,301;191,208;261,216;319,790;267,022;328,275;307,974;252,126;272,513;183,072;182,575
59401;BRITADORABORGES;BRITADORA BORGES LTDA.;;109,659;103,867;132,696;80,533;57,210;56,200;68,283;81,024;86,953;86,751;87,898;92,374
59401;BRITADORABORGES;BRITADORA BORGES LTDA.;;114,621;110,871;122,293;96,092;101,284;85,058;94,639;90,206;91,714;105,896;109,858;101,639
59401;BRITADORABORGES;BRITADORA BORGES LTDA.;;187,207;167,975;169,119;186,802;238,013;193,528;228,992;233,825;204,190;209,193;151,022;158,105
