Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19
68336;ARMAZEM MATEUS 2;ARMAZEM MATEUS S.A.;;40,999;30,383;24,880;26,150;38,212;35,656;46,759;48,676;43,141;46,608;40,322;42,682
68342;AEBES;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;;138,026;130,380;153,138;135,056;116,512;115,218;94,131;96,767;110,736;121,223;129,376;139,135
68342;AEBES;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;;92,595;86,829;89,428;71,673;63,200;53,656;52,670;50,479;59,947;69,229;77,247;85,274
68342;AEBES;ASSOCIACAO EVANGELICA BENEFICENTE ESPIRITO-SANTENSE - AEBES;;106,582;99,349;99,181;118,819;135,488;107,009;120,904;108,971;102,736;119,859;85,819;96,540
68343;ICH HOTEIS;ICH ADMINISTRACAO DE HOTEIS S.A.;;113,478;95,254;96,454;81,068;68,599;65,850;61,047;61,215;62,106;70,372;78,727;95,836
68343;ICH HOTEIS;ICH ADMINISTRACAO DE HOTEIS S.A.;;75,640;57,492;53,299;42,929;34,213;29,615;32,740;31,578;33,508;38,712;45,819;54,611
68343;ICH HOTEIS;ICH ADMINISTRACAO DE HOTEIS S.A.;;64,051;48,080;44,287;56,719;63,439;48,640;58,207;54,809;42,261;51,998;39,314;47,737
68344;UNIMED JP;UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO;;191,559;175,870;203,974;178,770;168,418;164,220;143,780;149,776;155,630;169,011;183,419;196,265
68344;UNIMED JP;UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO;;125,689;114,511;116,039;96,050;84,512;72,714;75,708;74,484;87,687;96,880;109,368;118,833
68344;UNIMED JP;UNIMED JOAO PESSOA COOPERATIVA DE TRABALHO MEDICO;;122,408;112,078;109,589;140,766;169,987;132,057;160,899;152,484;128,385;148,419;105,092;113,245
68346;SHOPPING AGUAS LINDAS;AGUAS LINDAS SHOPPING;;62,894;66,146;85,621;63,596;60,967;58,501;43,520;58,635;65,624;60,670;79,533;76,933
68346;SHOPPING AGUAS LINDAS;AGUAS LINDAS SHOPPING;;73,741;68,701;71,757;56,335;38,350;32,802;29,459;33,246;56,368;59,291;71,156;73,397
68346;SHOPPING AGUAS LINDAS;AGUAS LINDAS SHOPPING;;99,801;91,914;88,399;113,618;141,365;102,799;121,831;124,760;118,836;129,660;89,667;95,669
68347;WIND;WIND INDUSTRIAL EIRELI;;31,047;33,222;28,587;30,280;24,988;26,770;27,711;31,342;33,331;39,124;39,012;29,423
68347;WIND;WIND INDUSTRIAL EIRELI;;24,922;26,167;20,239;20,679;19,254;18,070;20,223;20,958;21,991;27,456;32,264;24,087
68347;WIND;WIND INDUSTRIAL EIRELI;;29,110;31,256;23,531;37,060;42,457;38,879;44,896;46,116;39,075;48,174;35,781;27,332
68348;MANAUS AMBIENTAL ESPE;MANAUS AMBIENTAL S.A.;;969,545;891,540;1.097,294;940,520;922,306;927,691;813,213;893,413;962,992;994,531;1.130,673;1.109,916
68348;MANAUS AMBIENTAL ESPE;MANAUS AMBIENTAL S.A.;;593,471;549,257;591,007;490,176;440,976;401,332;419,804;431,312;503,771;562,278;660,558;632,660
68348;MANAUS AMBIENTAL ESPE;MANAUS AMBIENTAL S.A.;;538,172;485,888;497,854;658,303;815,339;696,280;855,804;818,294;656,536;772,230;575,048;575,730
68357;POTENCIAL BIODIESEL;POTENCIAL BIODIESEL LTDA;;623,312;551,894;648,425;574,264;565,524;543,645;538,294;596,222;623,746;589,607;630,036;649,502
68357;POTENCIAL BIODIESEL;POTENCIAL BIODIESEL LTDA;;350,030;304,612;327,380;266,860;248,279;216,681;253,901;265,245;289,051;290,786;328,635;343,207
68357;POTENCIAL BIODIESEL;POTENCIAL BIODIESEL LTDA;;313,696;274,407;280,422;347,738;453,572;355,712;495,034;490,329;384,117;391,256;287,045;299,698
68358;CALCARIO TANGARA;CALCARIO TANGARA - INDUSTRIA E COMERCIO LTDA;;21,752;26,761;142,075;269,659;670,656;764,425;653,190;763,643;567,997;290,096;69,923;69,315
68358;CALCARIO TANGARA;CALCARIO TANGARA - INDUSTRIA E COMERCIO LTDA;;28,050;39,733;80,582;141,831;282,161;300,806;298,235;321,929;213,691;152,803;46,815;45,838
68358;CALCARIO TANGARA;CALCARIO TANGARA - INDUSTRIA E COMERCIO LTDA;;78,184;135,780;149,737;263,663;398,355;387,397;477,743;475,009;369,345;291,514;98,359;78,178
68360;ECOPONTE;CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE;;105,525;93,039;107,208;93,836;89,917;90,103;81,753;84,301;82,999;84,708;93,125;100,725
68360;ECOPONTE;CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE;;68,540;60,701;66,448;52,932;41,124;38,012;37,248;37,543;48,170;52,353;59,471;64,593
68360;ECOPONTE;CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE;;52,940;41,335;40,385;56,500;72,612;59,536;67,345;62,468;48,724;56,783;34,447;40,350
68361;CEARA CIDADAO;CEARA SERVICOS DE ATENDIMENTO AO CIDADAO S/A;;35,108;41,531;53,572;46,351;37,056;40,165;34,883;39,415;55,577;60,410;68,107;67,351
68361;CEARA CIDADAO;CEARA SERVICOS DE ATENDIMENTO AO CIDADAO S/A;;52,108;50,503;45,907;45,902;61,423;52,076;60,368;57,052;46,599;50,232;50,404;51,112
68361;CEARA CIDADAO;CEARA SERVICOS DE ATENDIMENTO AO CIDADAO S/A;;157,610;139,462;107,445;127,379;143,886;116,719;142,315;134,887;131,243;139,435;127,448;125,459
68377;ECO101;ECO101 CONCESSIONARIA DE RODOVIAS S/A;;87,974;73,081;101,640;83,527;80,605;80,821;72,218;76,511;73,885;75,500;83,616;88,651
68377;ECO101;ECO101 CONCESSIONARIA DE RODOVIAS S/A;;53,102;46,710;59,245;43,545;33,838;31,159;29,686;30,700;39,958;44,070;53,576;57,030
68377;ECO101;ECO101 CONCESSIONARIA DE RODOVIAS S/A;;33,562;28,864;33,745;45,347;60,513;48,126;54,174;50,113;39,758;46,521;28,559;33,469
68378;DISTRIB ARAGUAIA EI N;CDA COMPANHIA DE DISTRIBUICAO ARAGUAIA - EM RECUPERACAO JUDICIAL;;8,307;6,414;58,977;69,916;51,045;70,763;53,173;56,193;57,817;55,334;79,044;42,012
68378;DISTRIB ARAGUAIA EI N;CDA COMPANHIA DE DISTRIBUICAO ARAGUAIA - EM RECUPERACAO JUDICIAL;;6,042;7,693;50,614;52,206;52,964;46,983;51,511;51,030;32,840;32,306;32,592;23,121
68378;DISTRIB ARAGUAIA EI N;CDA COMPANHIA DE DISTRIBUICAO ARAGUAIA - EM RECUPERACAO JUDICIAL;;10,817;15,651;84,615;153,317;164,365;126,993;143,727;131,190;115,400;124,054;106,027;78,889
68381;ISOFARMA;ISOFARMA INDUSTRIAL FARMACEUTICA LTDA;;275,249;270,101;293,298;257,243;257,616;268,143;233,019;217,396;212,417;226,849;0,000;0,000
68381;ISOFARMA;ISOFARMA INDUSTRIAL FARMACEUTICA LTDA;;183,603;174,322;164,556;142,177;129,289;118,706;123,089;106,200;111,091;127,427;0,000;0,000
68381;ISOFARMA;ISOFARMA INDUSTRIAL FARMACEUTICA LTDA;;176,233;166,698;150,086;205,010;255,996;212,955;253,142;209,900;159,024;189,923;0,000;0,000
68382;CBC;CBC INDUSTRIAS PESADAS S A;;135,576;130,579;145,419;127,264;113,750;118,037;142,448;147,313;146,494;155,298;143,416;129,289
68382;CBC;CBC INDUSTRIAS PESADAS S A;;118,084;110,831;105,516;97,344;92,869;93,088;120,010;112,181;121,219;128,874;136,864;124,676
68382;CBC;CBC INDUSTRIAS PESADAS S A;;146,465;135,856;121,491;164,253;199,399;186,111;246,210;227,774;204,683;228,943;167,527;143,419
68401;TORRE ALMIRANTE;CONDOMINIO TORRE ALMIRANTE;;123,798;95,605;112,297;99,448;86,683;93,246;77,051;77,909;88,646;101,412;110,784;119,066
68401;TORRE ALMIRANTE;CONDOMINIO TORRE ALMIRANTE;;85,519;71,552;70,884;52,289;51,750;43,908;45,906;40,313;48,838;59,563;69,176;73,442
68401;TORRE ALMIRANTE;CONDOMINIO TORRE ALMIRANTE;;123,026;102,905;97,286;124,952;131,286;99,663;110,385;108,687;109,429;136,776;96,707;98,760
68403;INYLBRA EI S;INYLBRA INDUSTRIA E COMERCIO LTDA;;40,737;30,445;43,659;39,205;35,879;30,977;28,703;36,402;39,407;41,522;44,130;38,019
68403;INYLBRA EI S;INYLBRA INDUSTRIA E COMERCIO LTDA;;46,703;38,313;47,435;41,342;37,794;31,671;36,249;37,749;40,950;47,869;54,038;37,050
68403;INYLBRA EI S;INYLBRA INDUSTRIA E COMERCIO LTDA;;50,268;44,575;47,987;68,393;80,129;72,947;88,036;87,604;68,831;80,309;60,689;47,358
68405;ED CASTELO;CONDOMINIO EDIFICIO CASTELO;;85,054;70,926;79,641;71,698;56,181;58,245;49,409;54,442;60,803;59,949;68,232;79,018
68405;ED CASTELO;CONDOMINIO EDIFICIO CASTELO;;83,822;72,310;67,750;50,169;48,768;39,971;41,459;40,299;45,235;47,027;61,635;68,972
68405;ED CASTELO;CONDOMINIO EDIFICIO CASTELO;;152,071;126,183;108,932;133,208;156,222;122,576;132,928;123,423;120,616;138,252;97,420;107,507
68407;SANTO ANTONIO GRANITOS;SANTO ANTONIO GRANITOS LTDA;;38,885;54,738;62,163;67,010;62,072;58,453;44,405;41,279;48,126;37,401;16,122;14,768
68407;SANTO ANTONIO GRANITOS;SANTO ANTONIO GRANITOS LTDA;;21,799;26,883;27,658;28,335;31,806;30,355;29,705;26,586;22,503;20,642;22,253;16,709
68407;SANTO ANTONIO GRANITOS;SANTO ANTONIO GRANITOS LTDA;;37,015;53,200;55,566;76,124;70,730;63,435;64,050;63,979;59,732;57,798;54,711;30,724
68408;BALTEAU;BALTEAU PRODUTOS ELETRICOS LTDA.;;142,171;143,514;165,091;165,188;149,062;163,575;156,872;160,358;166,698;168,896;195,677;146,823
68408;BALTEAU;BALTEAU PRODUTOS ELETRICOS LTDA.;;103,612;100,503;97,239;88,666;75,936;72,292;79,647;77,078;86,700;91,666;111,451;91,369
68408;BALTEAU;BALTEAU PRODUTOS ELETRICOS LTDA.;;110,978;104,841;95,747;139,334;160,780;138,714;169,153;161,830;130,546;140,239;105,113;90,178
68421;FERREIRA INTERNATIONAL;FERREIRA INTERNATIONAL LTDA;;174,852;183,028;238,532;210,795;200,629;186,854;158,757;162,775;186,347;188,013;204,205;162,618
68421;FERREIRA INTERNATIONAL;FERREIRA INTERNATIONAL LTDA;;116,126;125,388;141,526;116,896;111,585;87,999;92,869;87,287;102,495;104,701;127,086;86,092
68421;FERREIRA INTERNATIONAL;FERREIRA INTERNATIONAL LTDA;;146,558;149,795;159,042;184,085;250,017;190,223;232,215;207,441;176,025;184,160;148,057;104,874
68441;VMSA;VANADIO DE MARACAS S/A;;2.222,804;1.951,942;1.953,231;2.032,003;2.133,271;2.349,825;2.279,021;2.094,441;2.439,026;2.391,690;2.803,277;2.941,323
68441;VMSA;VANADIO DE MARACAS S/A;;1.247,344;1.020,073;957,969;907,950;914,167;897,040;1.012,652;903,817;1.104,605;1.123,313;1.432,510;1.467,502
68441;VMSA;VANADIO DE MARACAS S/A;;983,583;802,286;696,854;1.088,344;1.428,890;1.458,551;1.743,647;1.539,244;1.362,540;1.365,592;1.109,075;1.091,175
68443;HOSP SANTA CATARINA;HOSPITAL SANTA CATARINA;;171,367;149,909;175,213;142,827;126,399;125,498;107,010;111,855;121,634;135,927;149,638;158,301
68443;HOSP SANTA CATARINA;HOSPITAL SANTA CATARINA;;116,947;97,630;98,969;78,708;67,412;57,607;59,258;58,810;65,094;78,541;87,963;92,938
68443;HOSP SANTA CATARINA;HOSPITAL SANTA CATARINA;;145,313;115,310;112,020;135,007;140,821;111,200;124,690;122,000;105,221;137,049;99,238;107,781
68450;ASPERBRAS EI SE;ASPERBRAS TUBOS E CONEXOES LTDA;;88,293;106,303;81,795;102,940;104,527;110,696;100,213;110,595;107,038;99,552;92,121;51,792
68450;ASPERBRAS EI SE;ASPERBRAS TUBOS E CONEXOES LTDA;;74,249;81,846;62,921;71,705;69,435;58,653;63,840;64,694;72,298;74,266;73,035;45,591
68450;ASPERBRAS EI SE;ASPERBRAS TUBOS E CONEXOES LTDA;;97,367;104,772;84,637;138,887;167,067;135,114;155,155;161,699;133,566;140,731;94,983;58,955
68456;AGRO 100;NUTRI 100 AGRO LTDA;;60,287;147,379;181,166;109,216;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68456;AGRO 100;NUTRI 100 AGRO LTDA;;28,411;80,192;69,672;30,248;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68456;AGRO 100;NUTRI 100 AGRO LTDA;;44,697;78,892;66,583;25,829;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
68458;COSENTINO;COSENTINO LATINA LTDA;;89,639;244,139;278,575;268,157;259,268;273,074;242,553;264,797;248,248;271,256;294,758;128,602
68458;COSENTINO;COSENTINO LATINA LTDA;;47,591;94,759;98,834;96,754;114,606;107,906;117,873;119,278;99,915;111,180;103,639;60,061
68458;COSENTINO;COSENTINO LATINA LTDA;;78,095;167,659;165,976;182,900;207,781;180,566;209,252;204,372;182,082;200,433;170,045;96,553
68459;SENIOR SISTEMAS;SENIOR SISTEMAS S/A;;34,741;36,893;38,929;34,911;28,524;27,105;24,416;25,624;30,172;34,116;37,555;39,087
68459;SENIOR SISTEMAS;SENIOR SISTEMAS S/A;;36,433;32,184;30,413;25,258;27,553;22,420;24,710;24,759;22,728;27,347;30,889;31,213
68459;SENIOR SISTEMAS;SENIOR SISTEMAS S/A;;82,150;69,238;63,292;72,114;71,901;58,295;67,473;65,411;60,620;78,250;61,962;60,916
68460;IGUATEMI P ALEGRE;ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A;;854,608;801,481;938,574;703,279;644,119;714,672;541,781;593,768;628,270;688,080;901,526;988,389
68460;IGUATEMI P ALEGRE;ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A;;945,517;798,588;772,052;609,701;394,946;390,913;349,012;360,299;487,002;583,403;758,453;854,945
68460;IGUATEMI P ALEGRE;ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A;;1.256,192;1.046,175;971,322;1.245,227;1.372,184;1.150,316;1.240,979;1.229,573;998,031;1.282,357;973,857;1.122,046
68461;ESSITY DO BRASIL;ESSITY DO BRASIL INDUSTRIA E COMERCIO LTDA;;475,554;496,368;546,886;463,507;472,557;441,946;389,956;531,391;551,314;600,890;624,526;439,639
68461;ESSITY DO BRASIL;ESSITY DO BRASIL INDUSTRIA E COMERCIO LTDA;;329,598;350,996;342,406;269,324;253,182;231,867;234,330;269,069;303,551;333,414;373,731;287,106
68461;ESSITY DO BRASIL;ESSITY DO BRASIL INDUSTRIA E COMERCIO LTDA;;328,493;338,514;313,531;407,293;521,682;484,075;560,739;535,766;438,405;519,168;354,931;269,466
68462;UCDB;MISSAO SALESIANA DE MATO GROSSO;;95,818;146,216;149,466;115,814;113,645;113,802;68,749;95,077;113,652;121,379;153,043;93,105
68462;UCDB;MISSAO SALESIANA DE MATO GROSSO;;101,429;205,940;199,398;150,120;107,067;75,524;59,636;76,744;149,091;146,721;211,745;126,964
68462;UCDB;MISSAO SALESIANA DE MATO GROSSO;;164,803;230,295;218,804;272,397;309,074;227,587;179,114;264,119;295,000;290,160;245,896;154,306
68463;ARAUPEL SA;ARAUPEL S.A.;;652,921;602,767;724,558;630,804;622,422;672,312;650,531;689,507;671,793;631,914;538,154;716,677
68463;ARAUPEL SA;ARAUPEL S.A.;;556,512;511,724;529,370;436,967;393,859;362,721;411,631;408,999;439,133;459,799;488,123;508,758
68463;ARAUPEL SA;ARAUPEL S.A.;;499,858;466,439;464,138;629,223;791,430;677,540;858,843;813,253;636,969;688,478;439,513;451,936
68464;SOBRAL INVICTA SOCIEDADE;SOBRAL INVICTA SOCIEDADE ANONIMA;;625,051;595,388;695,052;602,788;596,901;615,824;591,001;616,451;625,200;638,700;681,976;636,751
68464;SOBRAL INVICTA SOCIEDADE;SOBRAL INVICTA SOCIEDADE ANONIMA;;384,570;359,290;374,464;309,687;285,991;265,684;296,251;292,650;323,027;341,390;379,054;362,080
68464;SOBRAL INVICTA SOCIEDADE;SOBRAL INVICTA SOCIEDADE ANONIMA;;357,051;330,045;327,743;429,227;547,927;469,153;577,713;553,813;442,938;484,564;333,811;323,675
68465;ESKENAZI;ESKENAZI INDUSTRIA GRAFICA LTDA;;71,520;70,754;101,168;85,463;85,236;110,379;92,549;85,255;100,125;108,052;97,280;114,705
68465;ESKENAZI;ESKENAZI INDUSTRIA GRAFICA LTDA;;69,087;64,252;69,317;54,857;53,004;51,861;53,493;51,244;58,963;64,723;66,888;71,347
68465;ESKENAZI;ESKENAZI INDUSTRIA GRAFICA LTDA;;76,019;71,163;69,080;86,933;111,167;99,710;115,762;111,703;92,082;104,525;68,929;70,100
68467;LUXOTTICA;LUXOTTICA BRASIL PRODUTOS OTICOS E ESPORTIVOS LTDA;;374,579;342,189;410,921;360,658;323,323;339,095;225,446;300,915;315,494;349,203;369,258;242,859
68467;LUXOTTICA;LUXOTTICA BRASIL PRODUTOS OTICOS E ESPORTIVOS LTDA;;270,629;242,726;247,656;200,233;178,580;162,101;124,674;158,784;177,802;213,030;247,560;163,629
68467;LUXOTTICA;LUXOTTICA BRASIL PRODUTOS OTICOS E ESPORTIVOS LTDA;;294,956;255,597;254,781;324,804;389,740;325,139;272,659;337,360;285,139;346,956;258,817;168,686
68468;SHOP TABOAO;SDT 3 CENTRO COMERCIAL LTDA.;;291,355;306,384;353,979;311,544;310,214;355,823;275,938;294,469;292,973;320,031;350,036;363,035
68468;SHOP TABOAO;SDT 3 CENTRO COMERCIAL LTDA.;;227,360;305,749;316,375;226,253;190,970;187,603;180,260;183,319;209,114;223,031;196,038;222,360
68468;SHOP TABOAO;SDT 3 CENTRO COMERCIAL LTDA.;;248,356;337,546;286,222;296,238;478,629;412,949;464,240;403,663;271,338;278,179;165,850;288,482
68478;CRESCO MATRIZ;CRESCO COMERCIO DE ALIMENTOS LTDA;;337,597;307,433;357,401;306,737;277,179;279,916;226,491;244,153;270,977;281,143;314,816;327,857
68478;CRESCO MATRIZ;CRESCO COMERCIO DE ALIMENTOS LTDA;;216,265;187,470;191,340;158,077;133,256;120,346;116,748;117,255;141,441;155,514;175,167;186,131
68478;CRESCO MATRIZ;CRESCO COMERCIO DE ALIMENTOS LTDA;;214,166;179,886;177,836;227,824;265,674;211,216;238,814;229,590;207,397;239,135;167,138;178,937
68479;BIG BOX DF;SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A;;211,400;242,735;282,557;238,313;221,321;269,009;264,078;292,829;371,624;381,175;417,686;405,213
68479;BIG BOX DF;SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A;;133,065;146,605;150,994;121,339;106,868;116,815;137,324;144,704;193,949;210,257;237,087;235,543
68479;BIG BOX DF;SAO CRISTOVAO INVESTIMENTOS E PARTICIPACOES S/A;;130,637;143,973;141,497;180,439;216,788;220,266;298,458;298,000;294,890;339,503;228,350;238,383
68480;ZBN INDUSTRIA MECANICA;ZBN INDUSTRIA MECANICA LTDA;;379,665;297,984;413,194;316,174;310,181;300,340;17,700;28,844;24,298;41,487;57,301;79,068
68480;ZBN INDUSTRIA MECANICA;ZBN INDUSTRIA MECANICA LTDA;;209,400;157,067;189,592;175,243;180,758;145,999;22,309;27,816;30,978;36,243;46,249;53,746
68480;ZBN INDUSTRIA MECANICA;ZBN INDUSTRIA MECANICA LTDA;;238,162;171,402;202,020;217,974;268,683;213,335;44,106;57,402;54,428;64,491;51,058;51,947
68482;IGUASPORT EI 50;IGUASPORT LTDA;;171,349;172,329;201,629;143,518;113,984;119,785;81,301;106,197;117,350;138,871;165,942;175,447
68482;IGUASPORT EI 50;IGUASPORT LTDA;;192,207;149,510;148,416;109,092;68,139;62,170;54,838;63,843;99,779;119,128;133,354;149,028
68482;IGUASPORT EI 50;IGUASPORT LTDA;;278,769;199,893;204,385;238,808;255,715;190,436;211,645;214,395;205,897;276,826;187,686;215,307
68483;IGUASPORT EI 100;IGUASPORT LTDA;;283,005;193,826;220,028;156,021;130,894;142,576;101,819;129,207;150,885;157,230;198,408;198,095
68483;IGUASPORT EI 100;IGUASPORT LTDA;;364,022;197,721;193,674;146,944;88,467;78,956;71,653;78,479;142,551;165,951;187,144;202,817
68483;IGUASPORT EI 100;IGUASPORT LTDA;;454,867;249,816;237,665;280,472;308,340;237,906;269,596;283,460;275,746;330,187;227,804;239,073
68484;FROMPET;LORENPET NORDESTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;0,000;0,000;0,000;0,000;1.250,270;1.593,832;1.310,521;1.480,355;1.760,631;1.699,765;2.103,979;2.217,488
68484;FROMPET;LORENPET NORDESTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;0,000;0,000;0,000;0,000;561,732;625,843;589,725;646,736;824,222;835,494;1.076,167;1.163,848
68484;FROMPET;LORENPET NORDESTE INDUSTRIA E COMERCIO DE PLASTICOS LTDA;;0,000;0,000;0,000;0,000;1.040,391;1.025,346;1.098,331;1.166,557;1.078,519;1.130,299;881,263;973,529
68502;DUDICO;CIALNE INDUSTRIA DE ALIMENTOS S A;;205,318;240,106;195,079;193,803;208,474;133,490;57,962;57,549;44,175;46,058;23,179;6,707
68502;DUDICO;CIALNE INDUSTRIA DE ALIMENTOS S A;;150,459;149,272;136,654;124,005;131,448;76,304;24,167;16,671;17,927;18,483;9,702;4,288
68502;DUDICO;CIALNE INDUSTRIA DE ALIMENTOS S A;;209,727;188,591;174,504;225,935;280,284;129,448;45,295;35,141;27,812;32,770;26,743;3,816
68505;REITER LOG;REITER TRANSPORTES E LOGISTICA LTDA;;172,143;160,089;170,326;154,828;145,905;139,806;110,470;120,029;124,090;139,073;154,127;162,021
68505;REITER LOG;REITER TRANSPORTES E LOGISTICA LTDA;;72,671;68,707;68,851;62,630;55,706;48,321;47,433;48,727;48,726;56,137;61,581;71,646
68505;REITER LOG;REITER TRANSPORTES E LOGISTICA LTDA;;95,444;91,167;82,369;92,797;96,988;82,630;88,165;91,949;72,972;95,060;78,744;91,242
68506;UNIVERSAL PLASTICOS;UNIVERSAL INDUSTRIA DE PLASTICOS LTDA;;45,800;53,633;54,360;58,504;55,858;51,340;57,216;55,832;54,038;63,112;75,068;83,107
68506;UNIVERSAL PLASTICOS;UNIVERSAL INDUSTRIA DE PLASTICOS LTDA;;39,063;41,515;42,436;34,850;32,456;27,609;33,019;32,327;34,205;39,345;55,385;49,496
68506;UNIVERSAL PLASTICOS;UNIVERSAL INDUSTRIA DE PLASTICOS LTDA;;52,743;56,554;53,499;73,829;86,644;73,116;84,499;82,074;69,966;81,704;64,534;47,746
68507;CARBOMIL;CARBOMIL QUIMICA S A;;239,337;243,687;302,899;245,713;256,334;282,765;240,286;274,268;273,748;266,949;296,985;254,253
68507;CARBOMIL;CARBOMIL QUIMICA S A;;79,397;81,396;105,955;103,641;108,232;106,833;113,535;118,329;115,100;131,813;152,819;97,441
68507;CARBOMIL;CARBOMIL QUIMICA S A;;131,648;115,206;108,535;117,589;125,480;121,451;137,328;155,810;125,431;166,898;126,730;106,289
68510;MULTI SERVICE;MULTI SERVICE MARMORES E GRANITOS EIRELI;;9,840;8,774;9,037;13,195;8,550;7,008;6,844;10,350;9,766;7,020;10,575;3,923
68510;MULTI SERVICE;MULTI SERVICE MARMORES E GRANITOS EIRELI;;14,639;12,125;13,155;13,598;8,687;6,830;5,212;5,729;10,777;7,999;12,778;4,638
68510;MULTI SERVICE;MULTI SERVICE MARMORES E GRANITOS EIRELI;;15,244;13,480;14,069;24,193;31,703;21,279;18,567;22,342;23,969;21,792;20,448;5,519
68521;COZIMAX;COZIMAX MOVEIS MIRASSOL LTDA;;55,865;51,761;60,037;48,040;29,735;26,029;28,876;42,539;53,503;56,011;60,488;49,693
68521;COZIMAX;COZIMAX MOVEIS MIRASSOL LTDA;;56,253;66,449;56,836;54,071;66,437;54,786;62,880;68,481;53,474;60,410;60,130;42,822
68521;COZIMAX;COZIMAX MOVEIS MIRASSOL LTDA;;121,511;127,126;123,020;140,774;152,142;117,791;139,040;153,502;149,247;173,575;151,265;104,301
68524;RICOLOG;RICOLOG - TRANSBORDO E MULTIMODAL S/A;;14,728;14,950;32,569;18,727;18,903;24,395;19,657;34,882;18,479;22,435;29,080;19,156
68524;RICOLOG;RICOLOG - TRANSBORDO E MULTIMODAL S/A;;15,441;15,267;34,559;21,060;16,058;19,930;19,175;21,648;17,490;23,683;27,359;21,647
68524;RICOLOG;RICOLOG - TRANSBORDO E MULTIMODAL S/A;;13,825;14,306;27,774;28,295;37,804;37,839;38,879;45,527;32,007;35,514;26,299;22,564
68528;JOHN BEAN;JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA.;;61,117;52,697;58,629;50,736;48,076;53,604;46,909;47,206;45,877;49,765;55,118;47,202
68528;JOHN BEAN;JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA.;;51,583;44,287;43,890;36,012;33,890;30,800;32,787;29,783;33,034;39,894;46,867;40,591
68528;JOHN BEAN;JOHN BEAN TECHNOLOGIES MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA.;;65,571;56,225;54,267;67,597;76,892;64,369;72,562;68,943;65,118;79,349;58,067;50,454
68529;FST;FUNDICAO SANTA TEREZINHA LTDA;;196,756;186,908;249,713;205,728;210,382;212,826;181,593;192,525;182,518;179,408;165,783;141,073
68529;FST;FUNDICAO SANTA TEREZINHA LTDA;;153,209;140,447;154,361;120,364;113,110;97,306;113,019;109,376;116,539;121,926;110,978;103,119
68529;FST;FUNDICAO SANTA TEREZINHA LTDA;;156,087;149,324;146,115;180,428;234,685;219,039;261,305;246,405;200,494;208,834;159,193;135,810
68542;STAR TEMPER;STAR TEMPER VIDROS - EIRELI;;19,601;25,573;28,163;23,042;25,020;24,796;22,069;27,039;40,005;53,482;33,999;32,210
68542;STAR TEMPER;STAR TEMPER VIDROS - EIRELI;;24,735;23,875;21,680;23,979;30,390;28,593;31,804;32,535;25,317;29,343;26,208;20,511
68542;STAR TEMPER;STAR TEMPER VIDROS - EIRELI;;72,834;76,738;64,422;76,089;88,103;74,004;90,251;85,258;85,390;98,922;82,441;64,659
68543;CIL;CURTIDORA ITAUNA - EIRELI;;118,567;122,653;151,154;153,190;138,126;141,780;126,326;129,881;128,832;128,619;141,648;126,833
68543;CIL;CURTIDORA ITAUNA - EIRELI;;80,363;81,837;85,224;80,204;74,085;68,721;75,009;70,603;72,266;77,413;86,421;78,622
68543;CIL;CURTIDORA ITAUNA - EIRELI;;84,254;85,965;88,519;118,687;139,036;120,236;147,217;134,134;106,476;115,953;82,940;76,358
68548;POLE ALIMENTOS AQUIRAZ II;POLE ALIMENTOS LTDA;;199,023;168,976;231,824;259,700;277,926;266,612;261,872;295,071;338,192;359,202;326,955;320,764
68548;POLE ALIMENTOS AQUIRAZ II;POLE ALIMENTOS LTDA;;193,414;156,646;168,724;171,103;167,274;145,249;169,170;164,849;208,428;228,629;243,626;260,409
68548;POLE ALIMENTOS AQUIRAZ II;POLE ALIMENTOS LTDA;;224,485;185,496;187,742;293,659;391,662;342,491;413,645;402,159;328,854;360,304;239,942;255,334
